b0494	b0504	s0195	b0574	s0138	b0244	b0243	b0252	b0251	s0200	s0013	s0210	b0515	s0042	s1616	s0132	b0340	s0183	s0001	s0084	s0025	s0176	s0190	b0383	s0204	s0177	s0047	b0671	b0339	s1551	s0060	b0502	s0109	s0067	b0341	s0040	s0055	s0088	b0556	s0141	b0427	s0050	b0629	s0019	s0006	s0350	b0327	b0394	b0551	b0326	b0434	b0519	s0033	s0018	s0104	s0087	s0101	b0359	s0154	s0035	b0626	s0136	s0229	b0344	b0694	s0201	b0433	b0672	b0382	b0387	b0305	b0667	b0554	s0071	b0772	b0338	b0565	b0165	s0168	s0162	b0679	b0664	b0334	s0205	b0668	b0512	b0566	b0542	b0336	s0170	s0037	s0103	b0241	b0499	b0404	b0354	s0175	s0116	s0181	s0059	b0421	s0046	s0004	b0521	b0627	b0428	s0107	s0106	b0374	b0370	s0077	s1511	b0318	s0146	s0026	s0080	s0086	s0100
THBS4	-1.46047122781352	-1.41400323649841	-0.906107930802088	-1.10801801888595	-1.06937232683473	-1.02167557598433	-0.603800960687432	-0.11163859570772	-1.3421970992104	-0.184159501614296	-1.42390559275343	-1.4927482511622	-1.05579975418998	-0.942432632619966	-0.55017725207855	-0.0530034756607749	0.191840916185713	-1.20741101240752	-0.594115444350408	-0.499428680160094	0.505190659901869	0.110309107020314	-0.954053646002781	0.699350728694492	0.975628877541903	1.66062617848206	-0.0386438544247885	-1.32733151816577	-0.638350787620998	-0.773610709800239	-0.152388438074272	-0.654846683604619	-0.281946273521104	-0.324326430826641	-0.603921427308539	0.145300644897938	-0.275473200413606	-1.00098744158617	-0.364939744355939	0.0474978107749831	-0.674265902927111	-0.481575526911997	-0.0352868512499327	-0.5338741026887	-0.788187170954219	1.30690405447882	-0.94563704474142	-0.195242430756165	-0.0190479507246727	1.27474749775125	0.327815606983525	1.15444149880546	0.290197896765762	0.211364539913165	2.654363367104	-0.6571837360541	-0.871333232842456	-1.10246852320694	1.4006511790245	1.05065548916751	2.60706014054921	-0.812441117337149	-0.0296008267336694	-1.09089569647257	-0.282058709034137	0.463629675619861	-1.20635893724985	-0.994152968615354	-0.721850218264482	-1.29242029136888	-0.356057338826296	-1.28646120917811	0.545105267028743	1.25923139695264	0.740221037682151	0.71379869211929	0.539314838107522	0.250492098448806	0.175361082418239	1.09459368143937	2.83771356442926	-0.28309472197566	0.148288217101398	0.191543765186982	-1.16126426541536	-0.463095947234141	0.748477016782036	-0.710887755743721	-0.652381133425957	0.0319013988956284	-0.291977127505302	0.473034103174302	0.52077904067315	0.73550677724282	-0.524734701700695	-0.0889185909668888	-0.933550227090324	-0.60099810396967	-1.16985755105434	-0.504247345004385	0.429674150683758	1.00769709208066	1.1879874372298	2.73901124620204	2.50707284503018	1.84970255586396	1.93681598514066	1.24103290605737	1.41217581911043	1.13821866049635	0.301818910148577	0.287202293454228	0.999826606168317	0.740678810842359	-0.863229844795974	1.01348752100188	0.344496218452845	-0.163913078160201
SGCE	-0.696196912344972	0.355829369972756	0.449583257817318	-1.32842324866495	1.13974057373427	-0.00388177494515771	-1.47007155853315	-1.68233668817516	-1.68824957978302	-0.960318869295885	0.776658312691873	-0.441097874406045	-1.03919837916068	-1.17851224870578	0.506001458652276	0.987349230931798	1.25766820545094	-1.56506945733936	-1.33081912162813	-0.842007283578696	-1.2404747453081	-0.396659038387003	-1.10017027444169	-0.0833295367307119	-0.332177803541333	-0.168851450804337	-1.01594612488979	-2.08117274574506	-2.0140652655359	-1.51021010974647	-0.730937070311128	1.14645208966318	0.115343621293246	-1.11728694378443	-1.37544225556742	-0.728641025388077	-1.22814214281172	0.467590700441244	-1.14903226054661	-0.788031030186983	-0.00858905099141095	-1.5865478441279	-1.6636227701903	-0.515861397385377	-1.62362244241715	0.849763154389001	0.564500690169999	1.12902057804002	-1.09477956027453	-0.744390818489002	-0.0462395802814338	0.906764965304734	-0.763995509755049	-0.215663122546531	0.772603758446486	-0.230906096366783	0.474194709250017	0.793928563634818	-0.659920938376775	-0.595577926971289	1.25068024264166	1.14715088594411	0.961017665576813	0.937834523026013	0.655290453130622	0.57856108566868	1.25266144528429	0.592099303726667	-0.786748623825279	0.227988045962906	1.76358903376311	1.22458672876699	2.14923243187548	0.291517074887312	1.03488273619495	1.24268632035104	-0.855568538876714	-0.659245179335877	-0.236388959494068	-0.04038812131366	-0.12459691270554	0.572425500740528	0.827117547438913	1.51701377463551	0.356436017293563	0.626409433212251	1.45166480374869	0.552191124913644	-0.0472685770028015	0.0201230291667349	-0.510109766457735	-0.776358828571475	-0.756984509705734	0.0704286823135725	-0.891230186444094	-0.414236452530357	-0.305086009265339	-0.306306982986961	-0.396013995666146	-0.655666728051123	0.115435770253369	0.223541858636999	0.18487001170562	0.127315307029151	1.56992263590581	0.0484588344043828	-0.117301786695848	1.21870455347918	0.777418541612883	2.27186733963842	0.231397557487436	1.47186078417552	1.54949628307867	-0.00810526895076878	0.185392189146313	1.52116047784102	1.88345947272238	1.54719255907561
FBLN1	-1.33177035080345	-0.51852504367334	-1.12683581646303	-0.94368817182739	-1.42765318460678	-1.26575746736564	-1.93161699388947	-2.20394945107376	-2.20160441080954	-1.30203963720363	0.152486243180954	-1.3275639348295	-0.693897414182925	-1.05350201045035	-2.09810752439832	-0.844544266406632	-0.0713844912930459	0.322274486561364	-0.188673145758213	0.489299979380487	-1.25126951548325	-0.869533601722234	-0.403207688680284	-1.30008299423317	-0.940295191695096	-0.653965775433741	-1.10386907837532	0.0907384017236911	-0.950210315062255	-1.98078955692985	-1.76953807037769	-1.647478724625	-0.121114001396177	-0.193106737507755	-0.16883557077307	-1.01758625315365	-0.588978847111523	-0.0872061848257102	-0.567756232720325	0.525135125918112	0.172485039684263	-1.3729184791897	0.0332482739961551	-1.07423363203623	-1.87633999791129	0.128434923971041	-1.17302578141736	0.229337609589964	-0.977955072688317	-0.541352544995364	0.837465176109015	0.973089114140057	-0.0162174190772522	0.0163493275921135	-0.823797988319104	-0.387972255213675	-0.564202031069865	0.696836042764026	-0.328759988542101	0.744814100919817	0.132252942651225	-0.562355311861792	0.521023977204899	0.603657333515378	0.869562914725536	-0.611703752921987	-0.387737751187253	0.339701067024855	-0.0482711881888195	-0.0082516104297275	0.0359084290458801	0.875960477696363	0.757535944353215	0.566070735030415	1.73683208694263	1.71323511928391	0.659007612001815	-0.97310377064171	-0.0218601722130333	1.259814255946	1.12576589184248	1.17818486999864	0.0837252656835058	1.06543240279458	0.749797311481286	0.704384141114486	1.24484263950912	0.212372708928493	1.0130940353975	0.185294822127568	0.480227604858284	-0.268602377514012	0.0191267346550503	-0.0222339130051436	0.347798784187241	0.147385780606275	1.3453349430818	0.790044065015976	0.0152940594732138	0.402782650132393	0.329771287156045	0.687155423423289	1.21366826049663	1.77713746648393	1.96400786253902	1.12778848907037	1.07036431560027	0.822215086140754	1.56901514303433	1.48364102091505	1.18116013983387	1.06854690939549	0.994773408333274	1.62874038726371	1.39354750526402	1.62478313181783	0.814337216503137	0.842734188452686
CTGF	-1.68657205718566	-0.133481396319255	-1.89242242160496	-0.553639746581249	-1.40281207424267	-0.842429074456219	-2.17364059532873	-1.5780612266028	-1.45313266031573	-1.92034614067876	-2.36810256897579	-2.25067279216464	-0.53174038672454	-1.23563158317629	-1.04495066381263	-0.565118593197592	0.0692301503097646	-1.78275375621762	-0.0127228444452073	-0.542649361523049	-1.92232712366456	-0.752932062303274	-0.181875272912974	-1.27959312340909	-0.828914971347618	-0.0962135885498857	-0.882980429366434	-0.874667537293606	-0.750724939707224	-0.904915971560783	-0.577583408514629	-0.25794863780142	-0.168668719674314	-0.38616075122934	-0.417965026015045	-0.524485828027687	-2.4913486565626	-0.257044079360415	-0.386730623047173	-0.485218946103699	0.57352148116955	-0.188297637844104	-0.392809255770721	-0.0138987704185131	-1.39389312801437	-1.17116370308593	0.455476604618516	-0.0432064639070451	0.225899672291675	0.457466633188725	1.35759273783191	0.76528787066242	0.0556617736947025	-0.521980201146106	0.2976311566633	-0.201866014459164	0.343673181310409	1.20770740415753	-0.395152062132921	0.164389698303396	0.344849107283715	-0.0637399405178386	-0.458389742743518	1.37450798067868	1.10277862500105	0.917796423815713	0.947013661460145	0.073029295761981	0.265790699539956	-0.0354272613144103	1.84261697389831	0.756242286252379	0.822455964133879	0.209255796977199	2.24822097884454	1.50783989488269	-0.489732692724311	0.0451688957790553	-0.689558697926527	0.651675330472306	0.857100552424337	1.12964401069887	0.742040718728616	-0.277125276750707	1.01214186921244	0.758051403134388	1.83339047780006	1.19820954052698	1.21756709116447	-0.774867604497624	-0.0187833859999351	-0.193634532646027	1.21792891454087	0.19604924373854	0.340869050143296	0.638378321389544	0.224542834630168	-0.0225825314521515	0.506855524067549	-0.550871797751777	0.881161806955047	0.0362137672131147	0.204461637239878	1.42896239882713	1.27455427294773	0.914359101739897	1.66749445971991	0.982291440659304	1.30404287812446	1.29237407423551	0.0403747360417335	0.543580596772315	1.68857067139531	0.856648273203835	0.818475906993462	1.30965114045869	-0.18956401966151	0.286957367059452
EFEMP1	-1.35073232954541	-0.390716128560948	-0.689656271777569	-0.850089096443409	-0.384369081291241	-1.05926695498127	-1.44123197051291	-1.75797709940753	-2.52428546595115	-0.799052474889728	-2.88097795613552	-2.36031043950608	-1.501362652961	-0.787298148169291	-0.972960124283056	-1.03872941364501	-0.293515220145822	-1.19080553370517	-0.394605321534868	-0.340879518222268	-0.39501014459535	-0.181090073063267	-0.752685776498042	0.238790959472487	0.769651342446215	-0.30068637150294	-0.258158263202614	-2.10016102026355	-0.452661285797985	-1.04054388843396	-2.0072758148325	-0.274018652393658	-0.737736239193083	-0.626200257046945	-1.48798180501541	-1.10836620903121	-0.681364628020901	-0.199111928237959	-1.49819635830937	-1.32070313323748	0.962303745336525	0.194686932829569	0.507651303498617	-0.464451757434537	-1.84973458345582	0.781145425770628	0.0864184511001818	1.18358292178952	-1.04480898853547	-0.645935381245464	0.0454156582598875	0.70661460874252	1.67963575054498	0.794519044732995	0.893266955557822	0.460323150338285	0.391633351754281	1.96655409466192	-0.251991940513479	1.76826308485775	1.57647815995419	0.325755627643985	0.187219393160312	-0.455458902305247	-0.168902007349455	0.682903543771405	-0.391063119755647	1.43507924811424	-0.388381166979951	1.45792283509861	0.441722976505762	1.37659677384098	1.62100869660726	0.569480797004089	0.602517250332746	1.70031064256248	0.602589540164975	-0.552920054116399	0.271762351952138	0.0873509899359353	0.551263759282379	0.215318450947728	-0.0648552518222431	0.19204835395321	0.703144696795527	0.785916554697743	0.341254567673885	1.09878694858489	1.23931838243809	1.51705591786194	0.583215865127601	1.75633526253996	0.105192120530055	1.24474011985526	-0.167058616627616	0.314362750084693	-0.194326341344398	0.702421798473237	0.137585194351874	0.475648594770836	-0.252700380869323	0.064370052270334	1.31016241802252	0.151139537894814	0.987243737455533	-0.10903156829739	0.749843928415466	0.747747523280826	1.17020930282715	0.220595608700446	0.425551741036132	0.562324103613417	0.79047081412817	-0.558602034929598	-1.17658612370573	1.15698026352925	0.276092512902656	0.222084779244362
DST	-1.0717430885195	0.721000459302664	-0.190946160018283	0.187997117890872	-1.22793781326026	-0.744567205095854	1.37594725367278	-0.108549723795514	-0.598361504894467	0.0992264493298735	-0.371492386130531	-0.413620334746324	0.0349783525531741	-0.553124537471929	-0.693283270472638	-1.09800611580805	1.00014274594651	-0.660370810616549	-1.48948216091665	0.298642485759613	-0.839682354618942	-0.0133825093641792	-1.1044472887426	-1.42247462400286	-0.751945546378847	-0.559416953525772	0.303915917180622	-1.21920578436285	-1.12410551052783	0.364757481389166	-0.407335356536518	-0.620258517734315	-0.451984734280269	-0.623731990898788	0.320360990342614	-0.287429872843861	-0.374608842781311	-0.579841273246634	-0.517296442754013	-0.907857633046267	-0.69833356657259	-1.03216632040781	-0.616911487918441	-0.599663127600641	-0.87568151974967	-0.426658875340161	-0.276265668946914	2.26347543102592	2.22157805557522	0.845829795746673	2.2215111149789	1.44250851994445	1.13989239752528	0.552719238004583	1.64581454880464	-1.03943309403027	-0.858730673193279	1.15267805142191	-1.22040327725253	-0.530104410182755	-1.42407376047044	-0.567182062698598	0.159986197254029	-0.438581739328705	-0.25568515450131	-0.200511227447645	-0.105269634575958	0.0375592844334143	0.377401816249133	-0.350168087281399	0.91694302256793	0.711026310451361	1.32273691744443	1.37636377293875	3.06528989371656	2.15767209962414	0.80604476800199	1.46411545686692	2.70592302130824	1.98901154828026	1.46509725227958	1.72063925979949	1.68009557196321	1.57212039010314	-0.345601251043741	-0.670344959467853	-0.770897172980726	-0.0534278616500961	-0.941476688085706	-0.488259099640302	1.29423509910125	-1.02498880091377	-1.33678322287246	-0.5618268149932	-0.742677992710895	-0.501290202390103	-0.495868014088388	-0.863349574339185	0.910866303991111	0.349733036437912	-0.517140248029272	-0.224996610011768	0.0643057715842608	-0.988982197939003	-0.150305780209544	-0.387885394384276	0.489728136869845	1.10425024890824	1.08280694455455	-0.162280709106335	0.206331403437824	-0.70947545693743	-0.439749480842243	-0.621307253743289	-0.249444803355715	-1.44240804601739	-0.228484958864312	0.238306694945467
MMP10	-0.687031706317673	-0.702993373908823	-0.424335125356918	1.85140831137046	-0.70110725093068	-0.0397255606547063	-0.317407904780108	-0.11851107570191	0.582760708007325	-0.57157470570538	-0.7250450604692	-0.42396916119698	-0.24373650427563	-0.251177775527706	-0.446846613041321	-0.726077267074154	-0.600241898233871	-0.270733398843377	-0.783777616291074	-0.793546044252501	-0.49572628763409	-0.590238877862228	-0.730065338047839	-0.751826130019548	-0.866063250098713	-0.49078107962672	0.0254254435106993	-0.567896296713181	-0.556279280559246	0.0056446114812197	-0.398163996073134	-0.47722163831619	-0.474866330517613	-0.133412385598881	0.401983796694271	0.397104274561763	-0.61126774151406	0.0477867920525625	-0.477062115477243	1.6855514773472	0.496730979332626	-0.632305988862302	-0.404770118344838	-0.406928368518833	-0.490189906752974	-0.743737383715273	-0.65159886867853	-0.493286526567835	-0.674260495505471	-0.581643411951885	-0.200505814920881	-0.215022393265095	-0.467134164676868	-0.148079103085635	0.462902753779365	-0.525904255284377	-0.880927025210049	-0.155623594998206	0.173969357659966	-0.512588790080473	-0.631151794204035	-0.701876714036191	-0.792954871378755	-0.363481854146685	0.89729282792958	-0.373841454981858	-0.296538563967223	-0.160728325844523	-0.552263058496335	-0.419446219528001	-0.604764839902851	-0.631564676846016	-0.287126716469326	2.38965713737185	-0.17021524291369	0.0306803134995547	0.799214433066147	1.1725072598995	2.83601142444312	3.02605004411153	2.52740980065115	4.06845672706161	3.18716811144842	3.08936184378084	1.21387997736533	-0.527602704334347	-0.479070226508698	0.0427477470811059	-0.747312572046978	0.866842733083441	0.151645543903737	-0.341955654585193	-0.482035474573838	-0.311805838024132	-0.0884832471941629	-0.416997074765338	-0.0468196351396617	-0.580160787919315	-0.108508055330267	0.0210526409842581	-0.303369894952736	0.0388628967679163	0.384539505070551	-0.424926298230665	-0.623888813183723	0.656122446530317	-0.00104596405816304	2.78884896629314	0.0705610232364083	2.8711533674936	0.0119786065570731	-0.548284371219058	0.00105598393737977	-0.629669170171465	-0.34451740370476	-0.723534285347404	-0.234925213347887	-0.690287848971482
PRELP	-0.511610963692911	-1.01065034779082	-0.822371601098405	-1.77933841189706	-0.808820687451138	1.00805713348707	0.525742896078657	0.447990299402215	-0.503063092480218	0.00226030626980812	2.74955900431598	4.80128978823367	-1.14416954629032	-0.17317649253096	-0.954545375948028	-0.846524775363867	-0.141917547851176	-0.954440642370493	-0.835954740461836	-0.818512571587679	0.235236121282694	0.81706337020778	-0.641859252001692	-0.563123770982226	-0.953804184476239	0.0344054581441224	-0.926146463577863	-0.910903699831948	-0.765324027057799	-0.0669283063358588	-1.16347275027299	-1.17533987025065	-0.311908200620105	-1.39301652651433	-0.91364288570595	-0.144447266570107	-0.750089319740924	-0.935008535523163	-0.36485505227875	-1.35694789369696	-0.611752376674798	-0.810689778988692	-1.44683347250942	-0.420339679085366	-0.82949348437081	-0.969667293258326	1.55991446637896	0.0939344123294121	0.15147342854153	-0.224504001952327	0.262692431455041	0.255739733192501	-0.0988075960518134	0.118885173069951	1.32320852472001	0.143989005962272	-0.719547397245806	0.162897444921926	-0.246651125386535	0.902670985199373	1.67608011672376	1.86274757760793	-0.896442409703028	0.262934124326276	-0.319086478895798	2.67423139278093	3.39624856345162	-0.0349765087585326	-0.24784347688463	-0.450591570135003	0.519571671433112	-1.07353077645724	-0.0434438156808144	0.334926374238274	1.02732811175358	0.572566861666004	0.979811293268687	-0.0275404247535224	-0.232657108142003	1.4761517736378	1.92956760007549	-0.12892252780775	-0.328681685883845	0.279441747431657	-1.05222957807235	0.694863454511139	-0.832095710951111	-0.872353686869895	-0.610527799460538	-0.683978263028989	0.107501438834762	0.155098821610062	0.232722515421846	-1.02145401913504	0.183078799670085	0.663805920557385	0.16920562886117	-0.299976629210115	0.373355540764709	0.365734158891752	0.347268823529364	0.243220042462505	0.043509222960657	1.22909332066092	0.826739141486239	1.47649820008657	0.860141096290976	0.271868704132946	0.502725678308002	0.0602827082243973	0.444695219924372	-0.469371106229997	-0.286192079120654	0.20131855501932	-0.440110155952426	0.227179692241513	-0.150102879757016	-0.746214177372116
CHI3L1	1.90050755150657	0.833363375986245	0.384981735684091	0.949896814769052	1.29246008771271	0.551740898927797	-0.757801273712855	0.621252813680005	-0.722569143066363	-1.48434316571832	2.01005086050732	0.966175841845394	1.03044750494219	0.833269548740848	1.14566736228944	-0.432713325224346	-0.634085359294925	1.77759386003679	0.256499397200004	0.278623861664567	-0.740025702072434	-0.740522986473037	-0.68966392810571	-1.30875955004504	-1.09962331141788	-1.1928078401837	-1.41926927967338	-1.11006159246827	-1.36660873819443	-0.741587925708291	-0.147675536433454	-0.0118183764611803	0.111667661205528	-0.644805122081507	-0.647085124144649	-0.720875561286951	-0.52597760714875	-1.43166855015256	-1.17594708418589	-1.76566070422923	0.972133871928089	-1.20298340494698	-1.57885065864423	-1.1558962018446	-0.839679619408359	-0.794079578145522	1.92410510372387	1.36020335888919	0.264596688477747	0.0888066528646011	0.119830631555048	-0.0530882903489561	-0.313599637193128	0.713208205531123	1.0302598504514	0.749045521910425	0.572800424157105	0.781242341168332	1.36344039885538	0.731617111077972	0.952711632130955	1.92584090776371	2.52647601917122	1.72364319393363	1.52238375255753	0.173607717254215	2.33187831221829	0.566467085092822	0.173504507284279	0.982548696167133	1.4533738135682	1.25446005332701	0.98494129092475	0.696736832601718	-0.477497069452231	1.4299639158417	-0.0298332075773626	0.628022449435382	0.19155686929862	0.373881972553652	0.134889904441232	-0.104697966679457	-0.1192036588178	-0.0823905390863718	-0.650190805967283	-0.713120739454906	-0.91115252358936	-0.801093164738931	-0.585820624262819	-1.59228202882278	-0.539652928165331	-0.445595806017324	-0.617787566769503	-0.131551324312017	-1.09404528167904	0.512164566819433	0.525356677522221	0.653435558851102	-0.724806922869076	-0.572867773035793	-1.50459108527494	-0.145343929385344	0.197665022973951	0.177562535647689	0.406838792499272	-0.350980411759207	0.270573484009522	0.6482093812825	0.364241223089132	-1.12206209715452	-1.07450106646289	-0.91989253149807	-0.458647175852017	-1.52852641557566	-0.718328151574428	-0.888291515248433	-1.81921729590171	-1.22431972055021
DMD	0.253155546590299	-0.402769768763766	-0.71067253249948	-0.19011659982597	0.191603877779716	-0.243224531182011	0.100956456873783	0.363261112759206	-0.636874074587215	-0.556769290525891	3.1713092852839	4.14452464375586	0.0077961334870801	0.208212141302047	1.60163100885724	-0.778886762676701	-0.690992943722876	-1.27757755537386	-0.527837214071049	0.0243658850939962	-0.455781420331272	-0.634072332740839	-1.05254280563043	-0.194208490838718	-0.924606222624795	-0.735483834005013	-0.424731188528655	0.160004851182449	-1.19804082206489	-0.509804009678398	-0.763645672151573	-0.768430777641773	1.27806352352684	-1.15946151079882	-0.124367132235251	-0.592017321108644	-0.667847282559003	-0.348130988770014	-0.437536400403843	-0.736003744863103	-1.12045856846319	-1.1426029198263	-0.991482163741376	-0.656361103786748	-0.718586731117078	-0.31951663561734	2.7431049257734	3.07872664062841	0.527552943915748	-0.232113843585044	0.170720791646422	0.0847718244210088	-0.0358282386982392	-0.229004006415355	1.12179179875528	-0.542654673526624	1.69976899731121	0.300842925851805	-1.03573235455217	-0.573483461815609	1.08789168521202	0.476370608330411	0.489002516586235	0.129426390343656	-0.514194368035605	0.0528165626061607	0.25099887932711	-0.919070134784018	0.76887823387934	1.88848701081915	1.23231136801489	2.67437078473808	1.51896518242087	1.13280620656371	2.03942483530585	2.59661522751702	-0.378940521101293	-0.522503313786197	0.164712932841823	0.665926255998602	-0.0464478993736767	-0.436698766243586	-0.457562596419174	-0.472187496297677	-0.264396456680911	-0.342306061563632	-0.619177849454437	-1.01273111307111	-0.747220340227459	-0.882281627584702	0.125373011246321	-0.521290188450653	-0.27103013411099	-0.752034329654221	-0.429612573807393	-0.566551317041072	1.35717662576625	0.0275334901368055	-0.610233457099512	-0.637548033106961	-0.36418082951884	-0.477290325090046	0.432226325287002	-0.442379273767166	-0.779040810338358	-0.546274793575549	0.380552962780135	-0.324773512071364	0.0117339768381713	-0.521232420577532	-0.414862510203793	1.19257669928639	-0.814982055398565	-0.234472698404158	-0.464340693532055	0.201925071110695	-0.330078528419656	0.327916802387917
COL9A3	-0.904867091005239	-0.186193879604575	2.52067683047425	-0.480956417290339	0.796282052916133	3.63081475910571	-0.0428715767237645	-0.525334445142309	-0.326861747602255	1.10194581347146	-0.305574726112285	-1.05457206417138	-1.07790360184965	0.167730771479662	0.424326143515735	-0.971511446420567	-0.871003717835966	-0.731555687227945	-0.380714991234466	0.547993601695557	-0.535840509420853	-0.194500800420072	0.991456035261616	-0.0692784790886417	-0.404458868312059	0.91897879542672	0.0174674220436066	0.390290962263411	0.133145804361576	-0.478155945536614	-0.675391624878704	-0.713335440020429	-0.570640236642752	-0.728780986686678	0.502928341511385	0.831811964490998	-0.106818545235197	-0.778648282792115	-0.430779866635411	-0.559824917814717	-0.285447409182908	-0.868125932444868	-0.795004412298532	-0.61049112150634	0.0307224156509607	1.63470549820307	0.318655582035463	0.485369555423613	-0.944245503640437	-0.834649127462458	-0.374117560845322	-0.566783145178266	-0.815260585290198	0.124100108788962	-0.422636163498813	0.309103052617849	-0.030243682619545	2.74750645212181	-0.467409349941799	-0.504382449414288	-0.844510911429562	-0.506736220152082	1.09552878156952	-0.454601057350377	-0.282518081366895	1.57341296457476	0.962222889930556	0.150421107112314	-0.471335164639505	-0.497879513470823	3.68974493159206	4.18549715523457	2.42272045192295	2.19571043178819	1.23850746828423	0.0817837779335996	-1.06622065220221	-0.601118990575929	0.793155145804613	0.0762429672552176	-0.307679375129655	-0.6400678830035	0.438929830575036	0.167928350775171	-0.655917178664918	-0.787599483919052	-0.825096598044845	-0.448132483023522	-0.294493104755522	-0.0709364270900798	-0.118346867607893	-0.261377096747518	-0.264890572045903	-0.48361085217347	-0.410961804255524	-0.63371957433478	-0.583491481254937	0.523321960969491	-0.486952519388805	-0.130674097566774	-0.456233234139358	-0.389056273666573	-0.203512134376076	0.991516168090684	1.65035721456897	-0.308555596353213	-0.131988429402111	-0.851142703435316	-0.89448129238483	-0.816480422679858	-0.31614951362405	-1.01065791814365	-0.822089956591459	-0.334137819919448	0.721296415068698	-0.765779857371625	0.19203302482717	-0.722037519426942
PI3	0.749720935264876	0.0447179970202832	-0.428602637969079	1.27720959900513	-0.558830536294458	0.0267762057366014	-0.0257737304316792	-0.380773724865364	0.455932431412284	-0.38440015588875	-0.15162326059234	-0.166938030977192	0.640299803913571	-0.0258784305399662	-0.0909638251276689	-0.702669448697114	-0.388683342136844	-0.325120858215131	-0.494287678631514	0.841799921407232	-0.22734999345864	0.109812909799648	-0.226569501742321	-0.348373800446449	-0.516531692546615	-0.210674121666061	-0.290303313113958	-0.582464206192274	-0.63707007175964	-0.420712057080924	-0.191228456099716	-0.415438978899937	-0.284487698008213	-0.384799919938572	-0.413973177383922	-0.434532471374773	-0.541897673326994	-0.387369831687428	-0.6701172332116	-0.399219980307155	-0.492945613607112	-0.400838072889768	-0.513933226222772	-0.368342966554229	-0.400733372781482	-0.591354197204985	-0.622421574791159	0.637349164498217	0.0152020846750857	-0.461002562387994	-0.16622416660251	-0.531760799206505	-0.596636793577633	-0.32762414262235	-0.268706536231902	0.725354364609053	-0.36959936785367	-0.448505176735222	-0.289713185230888	-0.418446727465265	-0.419807828872993	-0.274369860271049	0.22430723730703	0.26648234456326	-0.255447695246136	-0.197348653338659	3.22374642131388	3.72014867108464	3.66636137000024	4.88227228210914	1.69146033653745	4.03373501359509	-0.677627086433258	0.66684604046009	-0.514428172189218	2.1641242163021	-0.357244755075835	0.0859222487269471	-0.0916300985440383	0.148352067840831	-0.510202095091099	-0.683414146964015	-0.456024548148543	-0.561543220918251	-0.734031890224823	-0.463667656053474	-0.391005780902477	-0.616663068835388	-0.379726723782497	-0.265460832875014	-0.591144796988411	-0.128960446244092	-0.455358274732172	-0.526106993359021	-0.447867457893839	-0.746177102786085	0.113220422414798	0.113896214022831	0.163685874609007	0.495528108727997	1.86176933995332	-0.0609244122410364	-0.0478464168968569	-0.494125869373253	-0.290255722155646	0.531868564495158	-0.194540786798241	-0.259188344569472	2.30655443633872	-0.598140667860298	-0.440424232013818	-0.634109914152624	-0.466142385885707	-0.600967570784039	-0.493545259681845	-0.609809970838438	-0.39951504424869	-0.573212523896391
COL9A2	-0.724622633705648	-0.716034595763203	-0.72983335335612	-0.700262080726928	-0.0996082155634597	0.12742652395482	-0.664392328789589	-0.531475116426042	-0.667515251677751	2.93334642220202	0.57979418546244	0.559161840987844	-0.25202615146741	-0.252947238274311	-1.44185977185694	-0.527273206135509	-0.941858764049556	-1.15650707907884	-1.18057814763253	0.0451164524390359	-0.0506941199893352	-1.01996692527481	-0.0465623877412337	-0.98299186916919	1.89764132750068	0.368023170172814	-1.31825869462606	-0.183084997034653	-0.447208831977504	0.673718723000488	0.140260333464316	0.235000690745619	-0.237244901280465	-0.999992499948001	-0.504202174686451	-0.641259891553404	2.17483582284623	2.3575706730802	2.82062294154787	-0.0348865159318436	-0.938016516226481	0.422884854842931	0.936044245606053	-0.357345848645126	-0.567143106491392	-1.04223968149122	0.72586100852642	0.0839424544137624	-0.431734573621557	-0.962105129290784	-0.606828789485893	-0.463726988714605	1.39986847254047	2.35176344006907	-0.0776600327932913	2.01183854704587	0.509212619287868	2.51369927297766	-0.959052384445052	-0.718587322056616	-1.03820444405146	0.0461428063095834	0.16231378329813	0.387094053203328	-0.644707387887807	0.067503247974396	1.05765402088297	0.303880439391249	-0.937937565928747	-1.24432612692542	-0.706446520716123	-0.31067745042878	-0.708148338245066	-0.848907946850232	0.505519499804958	1.49159994625256	-0.925866942630685	1.14781526089568	0.178463505312471	-1.05719637678424	0.363768626350459	1.01514367168064	-0.858917090151896	-0.230253413803317	-1.11531256817208	0.224000282594624	-0.541414081685274	0.0491780066447063	0.00458863293536712	-0.623346946222995	-0.342424242373321	0.916166315087587	1.73019651826128	0.758142908044494	-1.22933434261119	-0.669024079590009	-0.774124470385129	0.197411576768732	-1.07389875088272	-0.230823610398066	-1.12977801716808	-0.613802732452434	-0.39522444704704	1.01008208037033	-0.0111487930796942	0.53639783847442	1.62234163930076	1.2737848470586	0.199367789701485	-1.39353341738817	0.0412566601053528	-0.644716160143111	-0.148811795562611	2.11140364474428	1.2481084557843	-1.29018747765382	-0.0948361086781791	1.49395968292929
