b0566	b0521	s0026	s0086	b0404	s0146	s0035	b0679	b0627	s0162	b0772	s0104	b0434	b0565	s0200	b0339	s0050	s0040	s0047	s0033	b0668	b0341	b0671	s1551	s0103	s0170	s0080	s0100	b0421	b0370	s0077	b0374	b0499	s0037	s0046	b0428	s0059	s0205	s0168	s0176	b0694	b0626	s0107	s0154	s0177	s0019	s0190	s0106	b0334	b0252	b0243	s0025	b0165	b0241	b0340	s0018	b0251	s0006	s0060	b0556	s0067	s0055	b0542	s0181	s0350	b0354	b0664	s0132	b0318	b0336	b0512	s1511	s0141	s0109	b0629	s0204	s0183	s0116	b0519	s0001	b0326	b0383	s0088	b0672	b0427	s0087	b0502	s0042	s0004	b0394	b0515	b0574	b0494	s0071	s0138	b0504	b0344	b0382	b0551	b0338	b0433	b0305	b0554	s0201	b0359	s0175	s0101	b0244	s1616	s0195	s0229	s0210	s0013	b0387	s0084	b0667	s0136	b0327
LCK	-1.08975977825619	-0.459100073311791	-0.902372783648506	-0.806407737246297	-0.805540664827039	-0.807726409883918	-0.471076511102787	0.151481485924171	0.172128647907743	-0.483658093186389	0.0734991602171909	-0.604045679397687	1.79684172150914	-0.965352950101456	-0.393356113522457	-0.785868959315133	-0.896881324993208	-1.04967574287426	-1.27625260443151	-0.788650816660251	-1.15090644782258	-0.892383386818308	-1.24458639711987	-0.766025645720247	-0.736093583247126	-1.26628127161005	-0.400888805164758	-0.828247123806348	-0.94799343770757	-0.848822029754982	-0.645466451425972	-0.835328215230285	-0.506698736327286	-0.533370245223825	-0.130868002600953	-0.599195493052464	-0.777017595035211	-0.897901941486709	-0.693607034703504	0.230547652155224	-0.933036438475376	-0.0976934505599819	-0.334476477052246	-0.617241437778264	0.648882998433915	-0.131229282775643	1.05365227415297	-0.518928070240565	0.333349925863453	1.22134046723564	2.36076394618381	1.01439918317283	0.453096239764675	1.05553996306573	0.898157286966108	0.485376623373286	-1.09810535029154	-1.03199107832315	-0.512163098969483	-0.350481188791042	-0.773820265489199	-0.585548134453525	-0.475348649168504	-1.13832486573898	-0.842662202776505	0.861369933178231	-0.751574438732621	-0.776719538891091	-0.68126028473345	-1.07964393336485	-0.438245175227773	-0.54026166455605	-1.17638573214264	-0.109814400420854	-0.666845205763292	-0.0977747385992874	1.19770371180651	-0.16259743394316	1.05585608321858	0.747395070067692	0.485963703657158	0.471657008739408	-0.95903054704437	0.544933660171043	0.0695160462912263	-0.852696759628538	1.43007008816318	1.64265637495553	2.25661590382485	1.82057782898632	1.33551403444226	3.42514953284872	0.990771459748061	1.712338288649	3.00773545101548	1.97450124741328	0.559592603259117	1.10790752438714	-1.04217014724506	0.116464404992278	-0.29887231583648	1.20444158706449	1.35764244514207	-0.450230645023135	-0.422917863816521	0.885846665013523	-0.394123833893674	0.881375822851726	-0.0786359213450494	0.542648563066124	0.498364645653415	-0.285929453578187	0.397775213015166	-0.255049030646502	1.46064342294638	-0.380512603312204	0.700961535615574	1.93670230913627
CORO1A	-1.33130910659403	-0.0520876902223739	-0.513112074097499	-1.33273710060607	-0.681049394281825	-1.04873173054063	-0.563840690647189	0.251300086372353	1.00045709129894	-0.0438070664086502	-0.0178854921778864	-0.583214389895913	1.00110143006047	-0.828385288658296	0.573991903971313	-1.28690197573179	-0.461730411505716	-0.861438125668702	-0.934727306152524	-0.456323190277196	-1.58712030220223	-0.0985410320165037	-0.140222784063082	-0.397862508589138	0.263333548107964	-1.42828209020438	-0.410270383388883	-0.437463220581585	-0.538667942544691	-0.764116850835902	-0.476672104948776	-0.66977346595504	-0.212789260260323	-1.02860049788308	-0.0757279569460967	-1.07331238356496	0.315150574727808	-0.389756030386639	-1.12862973697042	-0.136356751493899	-0.816595630778398	0.538126615339631	0.0378149815722628	-0.119482041766247	0.57191086391718	-0.335091723023275	0.803898939909869	-0.447258911212962	-0.0357789537312017	-0.135903972904716	1.51993344958156	1.48499983996993	0.308811674479236	0.762086578654873	0.417191195624791	0.467449619024176	-2.48203718372371	-1.89532320494731	-1.14794248525521	0.282071615875718	-0.99146394628946	0.0601491562118028	-0.469410232960716	-1.43802553715239	-0.91677289363528	0.607236301154066	-1.40154203160086	-1.26756310560531	-0.573218431811628	-0.828576848830643	0.264596103789341	-0.441102863856177	-0.0316429954646199	-0.147771996309664	-1.70947500864855	-0.487695522139286	0.926027257061596	-0.719735841815344	0.687404233281255	0.401413603247854	0.460483794575197	0.547478234662385	-1.18685532208332	0.988623897016235	0.242897560630771	1.9355493653299	1.46058462527626	1.81747864091971	1.96863703146255	1.83428369240287	1.5326112500787	3.1498667123982	0.391374108760762	1.32651862647509	2.82456271063087	1.90881801400694	1.25335134791913	1.04284413307098	-0.826574174301562	-0.582535222012138	-0.308456151786491	1.01754948304062	0.960238162386646	-0.301211694359552	-0.395555079240415	0.553808427630395	-0.969173308052726	0.673237487808143	-0.692630077428253	0.838153381637725	0.235957858023476	-0.347107770197764	-0.707754623763099	0.160091322493531	1.36516153760581	0.698288333982784	0.980125591188481	1.43367912834208
LAMP3	-0.979361347166484	-0.714095531514163	-1.3312563767177	-1.13536531298298	-0.968955749730554	-0.809487353780153	-0.909402011123262	-0.254766246709312	0.0968211069863139	-0.622586578545673	-0.660966064771513	-0.880505094766592	0.832147941286338	-0.834298334774636	-0.821929765380065	-1.02723571029572	-0.611645625121023	-0.287736791393945	-0.93337611379055	-0.921592128521593	-1.26194931348832	-0.692182857079304	-1.18616259674029	-0.966586645642539	-0.468724036684055	-0.822766643707259	-0.494261132697721	-0.906460629943856	-0.931745431755942	-1.01165500496883	-1.10443158246233	-0.797192626590922	-0.576810564751537	-0.760025383236092	0.116321602713376	-1.20651843134588	-0.473960679746134	-0.60319069260951	-1.01864540040775	-0.239056317523073	-0.877243730697377	-1.08068515992818	-0.978112183192804	0.913595893777155	-0.00925322098563396	-0.237985605545633	0.987228879536078	-0.591351325686547	-0.495965656937669	0.23599520350224	0.742645034896271	1.12205859297113	0.411548893182695	0.576684678392998	1.24842722037755	0.227509503405169	-0.695813432175223	-0.89214754914198	-0.912491076713349	-0.808508944559388	-0.936637477859765	-1.02463892607457	-0.00281664208676758	-1.06143080488559	-0.216399067517695	0.547412397492513	-0.689684529131943	-0.833104552454961	-1.12327365185844	-1.23344006870969	-0.622174292899187	-0.0177266140484819	-1.14409715376452	-0.139437029001327	-1.11084970080986	-0.218546644989688	0.465761378937009	0.0531680565957234	1.13451946512237	0.34115265742454	0.328334881280813	-0.177613449162481	-1.11600019463238	0.469318111827587	0.285069502468262	1.18599978927908	1.07435652832102	1.91746221483294	1.29125569947517	1.34430517049536	1.86721874761569	2.12465113598478	1.64591365820954	1.54655281740649	2.18200191546608	2.35331583185655	1.01236599693748	1.23792932018494	-0.669365615629021	0.40860751200329	0.635210779642632	0.308268261979472	0.943748127624616	-0.473462244860084	0.34895531712221	0.588696343795088	-0.13185589591968	1.43579566291252	0.379704442129509	2.04760910174596	0.978730872404784	0.910371450810609	1.60217445857939	1.73243826231754	1.73170599378124	1.58312932311859	1.15845664668699	2.0363481654315
OASL	-0.795082962741764	-1.11956433922076	-1.44757387631723	-1.49365876500292	-0.100071787874495	-1.25171993692359	-1.20273593951346	-0.890443583048862	-0.749937093548576	-1.21794258527562	-0.643599973542649	-0.736626720159631	-0.283299105936833	-1.36851390506453	-0.142555582389895	0.81738672308199	2.09691474030008	2.30700895588107	-1.44720009185904	0.460641366175961	-0.367427959110247	0.410937149931764	-0.239338406976908	-0.793040823262912	0.413207206763166	-0.752690335167385	-0.965154891214892	-0.617608278657798	-1.21235405179108	-0.854186490605141	-1.05479022762592	-1.05548309637768	-0.574331331755524	-0.303948418077902	0.661254219890846	-1.27371851979176	-0.0628574425500618	-1.15290408955183	-1.06187389894319	-0.26656085556553	-0.743737741559204	-0.858270769562844	-0.195313891158267	0.774611194355326	-0.113218060769604	1.40599696108462	0.676734366476071	0.188799781442017	0.216003996642436	0.637614632084316	0.356483136060416	0.677500168780641	-0.123529041798985	0.127353263194423	1.0194855979355	-0.377483672704771	-0.656153661321126	0.087732110627056	1.09406927238411	1.2057031916633	-0.705201475589979	-0.740483081764784	-0.307622445801015	0.90276456334738	0.703400696724471	0.71735835539466	-0.51871949773322	-1.12543549022245	-0.917474581061343	0.329415671271528	0.127444430135442	-0.0194163951539498	-0.202133178346576	-0.456416010240035	-0.331015882866791	1.06672830677216	-0.0722749875574452	1.60124008197342	0.89856176736635	-0.963933254205222	-1.4809227433424	-0.582828090658603	-1.41592983108913	-0.791883003111956	-0.263442946182641	1.66917768642165	1.18984014392579	3.09893970574688	0.607256040724599	0.154575711783045	2.51220750672926	1.34839768774807	2.02679824596147	0.364979894963496	0.400580585431873	2.55422634984546	-0.367874677121245	-0.473655678786949	-0.816662177681239	-0.705228825672284	-0.486172899789019	-0.674578500101303	-0.341563897942824	-0.270800118322968	-1.22330320140761	0.149123928710039	-1.2458761360042	1.24013694528662	0.275308091776057	1.85034463161693	0.998663068606497	0.766634087016061	0.851136724647657	1.67724596070193	0.88310897086343	0.198098809426074	0.472429251649869	0.795789274754311
ISG20	-1.60212583112279	-1.88917360500983	-1.58254405724079	-1.58205143399848	0.272419288170143	-0.551085723073371	-1.54896988857229	-0.960910366583378	0.654022304009871	-0.776498750527766	-0.254318113674515	-1.05582560244391	0.487420912868702	0.284772763323566	0.195977423896398	-0.337088291907223	0.617435554744137	0.6601800945388	-0.218508193367816	-0.701089500358102	0.577495178021109	-0.350104913732992	0.847519029476628	-1.58498822640458	-1.23983933049612	-0.581116793806767	-1.09639123174373	-0.475108061470268	-1.55513715262511	-1.05263302489276	-1.09516914716183	-1.09338812467039	-1.27106406523974	-1.54099318145635	0.362692497324255	-1.08215252533606	-0.170818474102227	-0.485045788031571	0.212072940986632	-0.405193455157187	0.419761005241599	-0.147579919998434	-0.177582570160158	0.422612535932688	0.0206130231563662	0.545455720222893	0.888918328878817	-0.291795374185971	-0.0241777977986802	-0.503613894857267	0.594244368259798	0.112288313846296	0.208747734101009	0.090650785280025	0.736347226619718	0.617321872457449	-0.808595049469326	-1.20077051797103	-0.579979970939888	0.569461629761829	-0.404748199534326	-2.15370281260876	0.856064148026004	1.75096163530954	0.954437220106631	-1.16079224715244	-0.9354265873175	-3.04892239970458	0.0639543949561416	-0.261726409357012	-0.432638253868433	-0.0658518293936992	0.0433589540178436	0.762276261508457	-0.452437918799915	-0.735753124274032	0.494033432544384	0.98607878990144	0.433080779831869	0.853515770099417	0.609487268199872	0.485346211136646	1.64161822256353	0.863586125995189	-0.177118367489516	1.98827340877061	0.74353763125273	1.9067158415959	1.25757103756001	1.50554052539807	1.4142157550921	1.81086272687019	0.339103422836508	1.52992537589263	2.07175410129512	2.72533251451184	-0.651988226032804	-0.34994386382685	-1.1232960395932	-0.986953083758806	0.271604565115547	0.299324096019622	0.368528188040902	-0.86881824084226	0.412570600608586	-0.620384550333558	-0.837555612003078	0.562413327987176	0.836207641951178	0.705510906355615	-0.536278605232267	0.182430284732752	0.748795437012047	0.442033259908543	1.38983090459753	1.61077242877554	0.899026578870154	0.459654014345173
CDC20	-1.18633509144351	-1.58179818641766	-1.6356883972074	-1.77164559959535	-1.15196817116385	-1.14657562092896	-1.88624435039853	-1.30454063958965	-1.6949640999202	-2.33157441842173	-1.88927942448361	-1.12317025891471	-1.43898736324689	-1.93330917365275	-1.11537082434724	-0.999134545200484	-0.21402440419662	-1.29923278909668	-1.33493373031141	-0.662438954487683	-0.56094748874496	-0.207213133284754	-0.343099752554446	-0.22756930459027	-0.883978187763074	-1.0800792652184	-0.270265032824343	-0.424602079206593	-1.29626829812985	-0.561921535776916	-0.223171976322817	-0.580619003803376	-0.859259979749233	-0.318713285196416	-0.798374981940155	-0.498841402990024	0.848519741430893	-0.109229648519438	-0.354273060174638	0.28853445610991	0.0308425496629339	-1.49563031564868	0.125515686181965	-0.224061323612863	-1.13161905817016	-0.492404222604924	-0.200472445491146	-0.683811522696109	-0.601864522398939	-0.77136282258294	-0.0521349641607981	-0.0162646234622435	-0.392112669872582	-0.78514064726684	0.333051228795031	1.93162474940687	0.749830425483	0.632034259422752	-0.469747041644207	1.71084075549684	1.20668671671768	1.62374118756686	-0.266961742889883	-0.470636388934254	-0.827257593931199	0.241610799092202	-0.193357667170771	-0.37703611581274	-0.0204007941921439	-0.0377148331007539	1.00064753621168	0.481487526490939	1.26828460402116	0.884721822785259	0.199959701008344	0.766368050090775	1.45257712579197	0.557039696273964	0.505824585666188	0.045933220346427	-0.429408789559941	0.359950455163035	0.518635421629958	0.632246008777525	0.364552474473436	1.17318091048076	0.287059268938325	0.303928634201911	-0.163501008147771	0.229936351332382	1.01674754548626	0.245492870596376	1.24815429869407	0.523639764714428	0.976783383928755	0.000894132586199175	-0.27759156049949	0.526519555939341	0.513680486728268	0.00811478558396015	0.255000416625686	0.218678343970281	0.172756967231832	1.03161235019132	1.62931725390921	1.0853472781209	1.91108506199388	1.43147277343292	2.47123268848686	1.33035539821697	1.75283771086016	1.77867113214247	1.09516538987054	1.14690987386525	0.96810166038306	0.709830972366371	1.39660471301363	1.47996337567595
TTK	-0.868593424989532	-1.46643170971019	-1.65502445186219	-1.16134989422661	-1.3117631656189	-1.3560777800112	-1.41654040706723	-1.01036243631487	-1.49875133174391	-1.71868049983467	-1.39547641392868	-1.73511167297374	-1.59548996191981	-1.24265627849592	-0.918815081520396	-0.716551980863987	-0.916754302505348	-0.903752517345517	-1.11767239090384	-0.858840119727469	-0.913238393269749	-0.227337200715175	-0.204794480649794	-0.212801629647198	-0.808358899427534	-1.64826792829759	-0.276434080913398	-0.577488725191994	-0.146313976921216	0.00384759627075428	-0.6513542814146	-0.0911055497966836	-0.978813640019603	-1.2735207703091	-0.805826186286901	0.26234951355922	0.455700924810858	0.0319591390180231	-0.0518878239606792	-0.717889127553141	-1.12693016533404	-1.57120895115853	0.21838098419234	0.311973386864345	-0.903217658669855	-0.2734844926285	-1.25239385262047	-0.832325287438425	0.313971241329316	-0.556283151815766	-0.0703640449772804	-0.114025817162531	0.204215094856069	-0.31400003730986	-0.23732647304003	0.256206504357873	0.916819893349921	0.673726625261763	-0.421490899980305	-0.510544869477947	-0.0807151334650827	0.25858977169207	-1.04387762480007	0.152278744335584	-0.693969932954808	0.516147820729368	0.723602196767198	1.03013914247132	-0.497291386117805	-0.00872944817605064	0.185038838219852	0.911148818274157	0.755221783181306	0.267352015290407	-0.141036180283438	1.31359850943441	2.59169837390891	1.38630782704933	0.375692359386903	0.612343726660844	-0.835227682310766	0.890918575424135	0.115404957989979	0.548970839163714	-0.0247358806020979	-0.66091094745767	0.0976130414554741	0.341681640069838	-0.305638937718269	-0.213226370360223	0.322049180445557	0.279291948667675	0.792048376114352	0.779896072380573	0.56846958411908	0.606507474641126	-0.486720061704731	0.410930107430485	0.44984107608486	0.511105991154383	0.764573944436623	0.420958707599138	1.32114158987499	0.016739263467949	1.7471722561769	2.08801881281096	1.43775651230672	1.30475761014847	1.9485780098385	1.89829342875756	1.92754547897499	2.04489976487013	1.65053587839488	1.86130165888056	1.90676464631179	1.32218771052003	1.46604896313546	1.05548987058393
DLG7	-0.914711407029688	-1.38274041560464	-1.65768598913949	-1.51184859415564	-1.26871984574805	-0.888502617586953	-1.62588814213638	-0.67474251629206	-1.44629815336259	-2.23154650700294	-1.99010681164416	-0.863736165579155	-1.16488103949467	-1.756002161267	-1.2835227825803	-1.56164719190925	-0.639917658487991	-0.791182796977	-0.569964292893551	-1.30196951924818	-0.296394633359136	-0.014664380442841	-0.120809028779711	-0.897061751575855	-0.104800981064326	-1.05904953020617	0.0634116222851911	0.287657137169593	-0.567762830492858	-0.11871194606181	-0.436045159872073	0.133203673824408	-0.712129420855557	-0.684089242432934	-0.436661948906751	0.0346123188968124	0.149762087139967	-0.0484264632948513	-0.788668195527932	-0.503018959975921	-0.755105382979433	-1.9078461325424	-0.991753101991877	-0.00675050267483227	-0.444708673543767	-0.496983916498158	-0.872523037057783	-1.01998306165594	-1.19395552568313	-0.85579382062493	-0.461390444666261	-0.729911923178396	-0.306538440714054	-0.224268272550218	0.417960937541656	-0.00996729471722404	-0.111196608900822	-0.263951530135128	-0.996459676779567	-0.304934789223894	1.01427257626735	0.754224830185467	0.19456943824373	0.297734521090008	-0.199729558032147	-0.595205198004947	0.251038846633925	0.232051233427946	0.574046519563217	0.222770930721575	0.770878134121745	0.815135119625336	2.15237170305329	1.15707347138818	0.0537138008476545	0.208176753254912	2.60238098275361	0.67631963057473	0.520936239146494	0.203489156591366	0.0963481567369408	1.45413804861275	1.05880474457103	2.15558849509568	1.48147603644204	-0.0721016731643746	1.12986833042788	-0.557097124723983	0.318724326393168	-0.640989922502122	0.236643939470771	0.484374882983257	0.888912577234773	0.767044553044676	0.898268792437719	0.657588222044694	0.327757913485667	0.312214829811808	0.244140298507614	-0.0995630188006079	-0.236120111078089	0.448126665868396	0.617696205094202	1.09108653373981	1.57029365743553	0.544924588064392	2.46642170138666	2.67898618086048	0.623285262654583	1.49979941530299	1.43359422922697	1.34656055190301	0.563826799711723	0.985264513513387	0.938758620298743	1.13883549408588	0.873654165423072	1.547937427194
BUB1	-0.858045038755612	-0.984326228558328	-0.991588313171239	-1.13102419542018	-1.04593339523465	-1.47544760548773	-1.02687645075243	-1.0971730440373	-0.912322611400311	-1.47831193368166	-1.41100504322549	-1.11288345019192	-1.27043114506111	-1.49970277521079	-1.14418853206908	-0.772491316841766	-0.645129976339653	-0.969715261508449	-0.738032580690468	-0.500592310876593	-0.297765084456787	-0.35686475843808	-0.0733734208597345	-0.66999273083113	-0.87359149346479	-0.87047641600135	-0.128084982624727	-0.17677856192165	-0.376567864499401	-0.401970694340577	-0.281331363101675	-0.0596497204557892	-0.849876399091422	-0.914945834527418	-0.720113652123685	-0.39934747121347	-0.271012066241365	-0.445466048396653	-0.768479328529721	-1.0037592969448	-0.593909615942354	-1.59473674835238	-0.929093879848984	-0.488836027817977	-0.546614446033043	-0.788307809225794	-1.15332159200059	-1.04934744298096	-0.697401554828329	-0.219936368884165	-0.688702484017114	-0.707817293715371	-0.384418245475376	-0.738910203133728	0.155917497695297	0.506387822838929	-0.486097074258792	0.211834584794438	0.0204068059343397	-0.146245016258339	-0.530836530459709	0.663520816993172	-0.512589699002038	-0.401179869721376	-0.798357068411255	0.0199245958006806	0.833731349972258	0.0268587775227028	0.303589529027143	0.0613464462820209	-0.142416267797084	0.610632009533412	1.3570643638301	1.60421634573588	0.212220352901365	1.49575764247321	2.8740202907011	1.85506205726548	0.666095819106913	0.531105914290309	0.0767868147617937	0.743500189761916	0.847811885875111	0.254693421474083	1.1638041864621	-1.06645625852319	0.188360595487899	0.463172150660376	0.266845116842299	-0.525300758125299	0.738562357993243	-0.314873899999022	1.73934126938991	0.065300569378028	0.939557185905143	1.01211052261553	0.141171511807993	0.0744722061202289	0.225095363470071	-0.899129342143391	0.041633696018026	1.18912021847922	0.66057933517785	0.115402202265237	1.35638926964298	2.80068577357419	1.53708305092782	1.26874275574905	1.10953625802007	2.3598782019908	1.91312980156074	2.24535329524671	1.83999781268996	0.367135180440776	0.722929105460006	1.2151306330888	1.9738979226045	1.74260100989344
CENPA	-1.12886902989985	-1.2670407973624	-1.36415044671392	-1.38606357113346	-1.07511624869776	-1.01527890299996	-1.44167649062424	-1.54821721494411	-1.26929208622582	-1.54584423479078	-1.8038819228188	-1.39775462720022	-1.00383992174802	-1.76949544118305	-1.52633885946454	-1.14934793554541	-0.0701026542365355	-0.416522987682225	-0.943081199140874	-0.967245612423832	-0.359493233887444	-0.0232949687945457	0.0590639577723708	-1.05850538762447	-0.416044914757562	-1.03509719878598	-0.341065695700441	-0.258011390334014	-0.530512957391834	-0.3458029637721	-0.507956607582742	-0.187891130638466	-0.894865371629877	-0.696160879670013	-1.26085192604677	-0.107296727775305	-0.695404655225546	-0.537266823982071	-0.567107266716026	-0.0283364650909909	-0.646693370319899	-1.38536819233395	-0.823015357170549	-0.0844535342114141	-0.522264026382652	-0.237767175033291	-0.450353166278366	-0.596113254890571	-1.22168471516439	0.294067223066637	-0.429265804183238	-0.0378283857042964	-0.505079477799771	-0.558658414301985	0.257907525492138	0.861904858511174	-0.0192096183474272	0.277647591163217	-0.10371552695783	-0.381006515497272	-0.144716799423915	0.642486770560916	-0.395713777106901	0.395114454870374	-0.960987203228246	-0.547254201990028	0.0894954724859097	0.399434495662327	0.455125645268051	0.830751888293144	0.823546025483226	0.928348302804315	1.26193889739905	1.60093606215998	-0.227171340575764	1.41346193781219	2.32288702404583	0.374035785010239	-0.725870938879059	0.174966219180632	-0.206692434930207	0.589455444863316	1.16206511731949	0.948679440454976	1.81523442369885	0.301264393641561	1.03013437458253	0.0887653247464245	0.103941967045721	-0.816852562559895	0.130661897416877	-0.703279820129992	0.675795415057426	0.973669616062352	1.13191175412575	1.49462133594996	-0.607465313792564	0.678542161315489	-0.221225851839957	-0.872604557810577	0.506566291961773	0.42248630286607	0.42971824238097	0.56819423806831	1.70137483751414	1.55789211447033	1.85005551708429	1.0729957853373	1.51732545375394	1.63974689140761	2.55641260939113	2.34071479801825	1.76328962737548	1.66284215978632	0.750383483539823	1.08284408758536	1.37350373354537	0.988229109677084
TPX2	-0.581078822545133	-1.50884722034769	-1.21524641897975	-1.40725803997153	-1.51099611396547	-1.08320675917254	-1.46625408440391	-1.41766469072316	-0.165676103452964	-2.12423780311774	-2.46376299472777	-0.884560781028909	-1.32827446974928	-1.68500019411651	-1.56569437116228	-1.18766738691569	-0.94117333647038	-1.10336319363106	-0.866337412444898	-0.932587145814165	-0.383408761153687	-0.0708338860077546	-0.0908683308722567	-1.06198995362751	-0.591269645553492	-1.24333217704976	-0.00853473872183895	-0.108950942232396	0.0302485683624645	-0.211544190805511	-0.630897495981031	0.0277993926670845	-0.879615510563526	-0.60349675640054	-0.892734083828432	0.0530043195551663	0.0532482987432108	-0.575523604109636	-0.614785485755105	-0.466277230754819	-1.31125222947564	-2.1717386742672	-0.73705659422558	-0.170302324210903	0.388851055714664	-0.44126936398016	-0.669690186880259	-0.646943819502481	-0.506561948227095	-0.878892956814314	-0.106877119134008	-0.829252575861988	-0.577935244545316	-1.0195375749076	0.191049620914272	1.41821801770831	-0.433931220708947	0.325435234452695	-0.819408954005847	0.399661210508064	0.55268308048719	-0.0733018293329836	-0.113183042763492	0.17126853905274	-0.299264092722778	0.359432795925337	0.43609856386116	0.642504956947619	0.545288634326428	0.483561899750927	1.30381054614483	0.571948052527858	1.18954383180524	0.801063277732392	0.475829636252872	1.02626545211328	2.9445518181207	-0.123017280804708	0.244387224946978	0.960616282899198	0.0470080618182015	1.09278731611536	1.33144588109845	0.575870487166434	1.44562814110372	0.451366030743851	0.196332708716948	-0.0717159646106881	0.0970144115525963	-0.675470616873951	0.505904763086937	-0.655079587042305	1.48208426208667	0.270905885924536	0.801945356335326	0.995533458234473	-0.343283568535134	0.820994500632722	0.0614591368024339	-0.24001468528743	0.445932801902378	1.13462974686516	0.909258663815628	0.399070030167799	0.838129346685453	1.32001639452001	1.11324403265148	1.51352004208483	1.47026065528139	0.991986376192889	0.994210340330073	2.17489131798652	1.7302861668483	1.1994719079957	1.81886937973865	1.40311945949426	1.00470144541603	1.55368276996308
BIRC5	-1.29398590805701	-1.74828262812178	-1.59330442333827	-0.987061717176164	-1.51893130257982	-1.64566464159044	-1.80138833660343	-1.50752278918045	-0.577929978204931	-2.19119596367132	-2.08835181718273	-0.303572821168985	-1.03094512517859	-1.70908994515875	-0.798042250678235	-0.627283106655068	-0.0197755799912691	-1.03326535881414	-1.19501160972591	-0.902511398341187	0.225867638767848	-0.26204315198097	-0.287884021171173	-1.70330192551193	-0.111454125627174	-0.735278674392275	-0.419793910314547	-0.603335280070048	-0.505290750452115	-0.401416319713801	-0.353562548017325	-0.360313841556159	-0.129320762250417	-0.595670970407476	0.0184705816691731	-0.689418460837539	-0.372375705943158	-0.435373818481088	-0.299769983369195	-1.35368376047794	-0.329991654694398	-0.81051455350618	-0.6346039882344	-0.184361394810812	-0.39344208714684	0.0229686519301582	-0.0333284248372168	-0.0953632634831295	-0.631018934097152	-0.577410647932713	-0.0720939167698775	-0.971163509810522	0.0111915815634081	-0.510249516922326	1.00680634746832	0.529148141448453	-0.0277665651476562	1.6790542559704	-0.580752789523277	-1.32397304313024	0.418991489675243	0.951413910529974	-0.129856845112061	-0.946419935227748	0.218890185271759	0.0948791420429259	0.45995157082276	0.868337819564519	0.131600818065567	0.272674373625175	0.0952476990103066	-0.181186779114512	1.31651146819395	1.8378352985537	1.08598746139214	1.5685876812928	1.06981283630097	0.451148085079193	0.0967219268798287	1.49504381371096	0.814042677233596	1.04410598782617	1.00105183300036	0.121574393293875	1.66076042831678	-0.150563045643076	-0.571245695023803	-0.648156833080347	-0.0446866804683074	-0.669575018661983	-0.357306751754122	0.288966266842337	1.39977183764309	0.55332212799073	0.907723157305955	0.541385908024429	-0.779497134183224	0.254891499949065	-0.232282176864993	-0.766262588536378	0.0210169752619843	0.33177750912147	0.770787491334665	0.922348167875191	1.84520643790131	0.216067373953412	1.66911159414584	2.21694639727284	1.10308347890177	1.80009171457605	1.19648754124859	2.19567060870133	1.70621857972528	1.21695082923293	0.390017886262306	1.46303799161184	1.28024211208582	1.98567690024157
MAD2L1	-0.390225990854458	-1.26708058656256	-1.15389241396283	-1.26367726541568	-1.43741311070195	-0.849008478502777	-1.21641919188151	-1.36236433052	-1.71121399623082	-1.843425624263	-2.1119735575869	-1.75358904377163	-0.984780646321777	-0.887175615386437	-2.21485928519308	-0.840472431169698	-0.452077653436944	-0.714309096697468	-0.914050754660466	-0.614355034318355	0.704903566018693	-0.401591973706413	-0.0827618200683751	-1.58514314331149	-0.886149070149198	-0.668114561021703	-0.0621199374601057	0.218247138324978	-0.624111838149773	0.356923226905177	-0.543578901880591	0.358828346895008	-0.967634566413295	-0.895129028936218	-1.90015380881458	0.0574957030664899	-1.30126176851604	-0.24844252209667	-0.528661627397107	-0.847251328997592	-0.739306860447536	-1.34234207431619	-0.261685880472585	-0.344604840806701	-0.518294445316519	0.499668503813172	-0.548369446321041	-0.412264344911585	-0.370888098142141	-0.800890326526599	-1.09613768417401	-0.559411743737831	-0.00129482011485945	-0.40548544708369	0.696228796356257	0.733693073437843	0.149903270728601	0.810924418268336	-0.568881854755244	-0.299436850368175	0.094081405395484	0.69879053537171	0.046786339240156	-1.07594896117497	0.0972257781942348	-0.0711461370235785	0.153695014397683	0.793519390011722	0.717286845952596	1.18594636345111	0.992567436327936	0.615325933875457	1.77437874011615	1.04618824070193	0.678805271789061	0.37074921906439	1.17522775146948	0.861927994695131	0.150254700629637	0.477066012283328	1.13191864024434	0.745872893955357	1.32773908036419	-0.27784240776499	1.42193154199735	-1.21876822332529	0.324896865134371	-0.483539877735033	0.115907051880931	-0.158328496946589	1.01578955426224	-0.030047334912848	1.05669414511187	1.41412609893222	1.03046637670817	0.297263377126527	-0.304634313641404	0.444762205853809	0.300990383708575	0.0658190428278884	-0.0753910403018923	0.896543839947262	1.52434561368372	0.653002918528725	1.87090173688251	1.12272597388564	1.56514847482516	0.516213453627774	-0.0110331276356965	1.23130856515073	2.96508798191604	2.24517458148676	1.23461015658942	-0.128188758855034	0.523269796114383	0.339601432046177	1.65958138849588	2.07030121309976
