Symbol	Distance from center	Core Coherent
COL5A2	0.0360116984837415	Yes
COL5A1	0.0467277923122362	Yes
COL3A1	0.0744324462378669	Yes
COL10A1	0.0757260724097744	Yes
NID2	0.100125620620503	Yes
COL11A1	0.151617768174008	Yes
COL4A5	0.601580874384782	No
SGCE	0.615412454656265	No
COL9A2	0.94492102473877	No
LAMA3	0.953898941302734	No
DST	0.956661674689367	No
COL9A3	1.11281402868566	No
DMD	1.15587952315988	No
