s0006	s0060	b0251	s0132	b0556	s1551	s0067	s0059	s0046	s0176	s0181	b0551	b0629	s0050	s0204	b0339	s0350	s0088	s0141	s0055	s0104	b0326	b0383	s0168	s0205	s0077	s0086	s0037	s0100	s0170	s0040	b0428	s0026	s0146	b0421	b0252	b0243	s0025	s0177	b0165	b0241	b0502	s0047	b0565	s0162	s0200	s0103	s0033	b0341	b0671	b0404	s0035	b0679	s0154	s1511	b0340	b0626	b0434	s0107	b0772	b0336	b0664	b0318	b0694	s0019	b0542	b0354	s0116	b0499	b0512	s0106	b0427	s0109	s0001	s0190	s0018	b0668	b0627	b0334	b0566	b0374	b0370	s0080	b0521	s1616	s0201	b0359	s0210	s0013	s0101	b0387	b0338	b0667	b0504	b0574	s0138	s0087	s0229	b0382	b0344	b0515	s0042	b0244	b0494	s0195	b0305	b0433	s0136	b0327	s0071	s0084	s0183	s0175	b0672	s0004	b0519	b0554	b0394
SGCE	-1.62362244241715	-0.730937070311128	-1.68824957978302	0.987349230931798	-1.14903226054661	-1.51021010974647	-1.11728694378443	-0.655666728051123	0.223541858636999	-0.396659038387003	-0.396013995666146	-1.09477956027453	-1.6636227701903	-1.5865478441279	-0.332177803541333	-2.0140652655359	0.849763154389001	0.467590700441244	-0.788031030186983	-1.22814214281172	0.772603758446486	-0.744390818489002	-0.0833295367307119	-0.236388959494068	1.51701377463551	0.231397557487436	1.88345947272238	-0.510109766457735	1.54719255907561	0.0201230291667349	-0.728641025388077	0.0484588344043828	0.185392189146313	-0.00810526895076878	0.115435770253369	-1.68233668817516	-1.47007155853315	-1.2404747453081	-0.168851450804337	-0.659245179335877	-0.756984509705734	1.14645208966318	-1.01594612488979	-0.855568538876714	-0.04038812131366	-0.960318869295885	-0.776358828571475	-0.763995509755049	-1.37544225556742	-2.08117274574506	-0.891230186444094	-0.595577926971289	-0.12459691270554	-0.659920938376775	1.47186078417552	1.25766820545094	1.25068024264166	-0.0462395802814338	-0.117301786695848	1.03488273619495	-0.0472685770028015	0.572425500740528	1.54949628307867	0.655290453130622	-0.515861397385377	0.552191124913644	-0.414236452530357	-0.306306982986961	0.0704286823135725	0.626409433212251	1.21870455347918	-0.00858905099141095	0.115343621293246	-1.33081912162813	-1.10017027444169	-0.215663122546531	0.356436017293563	1.56992263590581	0.827117547438913	1.45166480374869	0.777418541612883	2.27186733963842	1.52116047784102	0.127315307029151	0.506001458652276	0.57856108566868	0.793928563634818	-0.441097874406045	0.776658312691873	0.474194709250017	0.227988045962906	1.24268632035104	1.22458672876699	0.355829369972756	-1.32842324866495	1.13974057373427	-0.230906096366783	0.961017665576813	-0.786748623825279	0.937834523026013	-1.03919837916068	-1.17851224870578	-0.00388177494515771	-0.696196912344972	0.449583257817318	1.76358903376311	1.25266144528429	1.14715088594411	0.564500690169999	0.291517074887312	-0.842007283578696	-1.56506945733936	-0.305086009265339	0.592099303726667	0.18487001170562	0.906764965304734	2.14923243187548	1.12902057804002
GAS1	-0.0826190999132859	-0.632817389443687	-2.19560347138392	-1.02613415216514	0.623645724693677	-1.11993707155755	-0.71519289787873	1.56960575214269	0.510747461377861	-0.859122190489066	0.788265291284345	-0.734638775880577	-1.29917390921946	-1.7288322925239	-1.82826128387539	-1.81528275962089	-0.765634751767253	-0.286612406865514	-0.276841269428805	-0.477259128780873	-0.901536813981152	-1.40715593208506	-2.21219249664642	-0.559319156545314	1.10076642221984	1.08411605349361	-0.238124780464333	0.453882070501798	0.398427579291483	0.369797708434325	-0.518972684116064	1.17297644237992	1.45743484703966	1.06965652275767	-0.35139986791448	-2.36735640647098	-1.33034515214536	-1.33122148734148	-1.38210150882806	-1.00384018477591	-0.271048693782468	-0.632782336035842	-1.72317993050894	-0.170173749357385	0.317182543259432	-2.09445686304804	-0.185010104227654	-0.826540047897417	-0.0938011370157451	-1.79853599402308	-0.516317388471829	-0.243671982255757	-0.0259727928362528	-0.522767215515254	1.01944251602014	-0.622590557704995	-0.428359624837518	0.12711420257351	1.36366698105508	1.20583901223433	1.20154496977335	1.21565396643084	1.67161116897077	0.351876653673722	-0.593075588299758	0.766094010822573	0.167942659360624	1.18086345914498	0.761624701322374	0.570907872591326	1.06299637526718	1.0482739439724	-0.418579724048846	0.044580953803166	-1.32305404331366	0.471391247720225	0.837515329306148	1.31108686928804	0.883785827661151	1.260084160874	1.55479568732831	1.51387083366962	1.31319007375872	0.69230658730948	-0.675372226567152	-0.215199851733901	0.972032781910181	1.12810808033871	-0.582734832985573	0.551882635483615	0.354321628870891	1.51176762919894	0.929530524898484	-0.0994710257346254	-0.763654234224027	-1.1673029889077	-1.02119162165903	0.0726149167269646	0.763465005234221	1.41913899896932	-0.440409233784133	-0.0939238239432016	-0.587177852429888	-0.944161757920307	0.67872339176966	0.648752728062442	0.431342729257656	-0.132710419723362	-0.177517438300848	1.28278124245344	-0.343784515060219	-0.27673610920527	0.806493063363589	-0.138643209001077	0.815431682363988	0.401380828902399	1.42947975428351	0.885626131572998
CTGF	-1.39389312801437	-0.577583408514629	-1.45313266031573	-0.565118593197592	-0.386730623047173	-0.904915971560783	-0.38616075122934	-0.550871797751777	0.0362137672131147	-0.752932062303274	0.506855524067549	0.225899672291675	-0.392809255770721	-0.188297637844104	-0.828914971347618	-0.750724939707224	-1.17116370308593	-0.257044079360415	-0.485218946103699	-2.4913486565626	0.2976311566633	0.457466633188725	-1.27959312340909	-0.689558697926527	-0.277125276750707	0.0403747360417335	-0.18956401966151	-0.0187833859999351	0.286957367059452	-0.774867604497624	-0.524485828027687	0.914359101739897	0.818475906993462	0.856648273203835	0.881161806955047	-1.5780612266028	-2.17364059532873	-1.92232712366456	-0.0962135885498857	0.0451688957790553	1.21792891454087	-0.25794863780142	-0.882980429366434	-0.489732692724311	0.651675330472306	-1.92034614067876	-0.193634532646027	0.0556617736947025	-0.417965026015045	-0.874667537293606	0.340869050143296	0.164389698303396	0.857100552424337	-0.395152062132921	0.543580596772315	0.0692301503097646	0.344849107283715	1.35759273783191	1.66749445971991	2.24822097884454	1.21756709116447	1.12964401069887	1.68857067139531	1.10277862500105	-0.0138987704185131	1.19820954052698	0.638378321389544	-0.0225825314521515	0.19604924373854	0.758051403134388	0.982291440659304	0.57352148116955	-0.168668719674314	-0.0127228444452073	-0.181875272912974	-0.521980201146106	1.01214186921244	1.27455427294773	0.742040718728616	1.83339047780006	1.30404287812446	1.29237407423551	1.30965114045869	1.42896239882713	-1.04495066381263	0.917796423815713	1.20770740415753	-2.25067279216464	-2.36810256897579	0.343673181310409	-0.0354272613144103	1.50783989488269	0.756242286252379	-0.133481396319255	-0.553639746581249	-1.40281207424267	-0.201866014459164	-0.458389742743518	0.265790699539956	1.37450798067868	-0.53174038672454	-1.23563158317629	-0.842429074456219	-1.68657205718566	-1.89242242160496	1.84261697389831	0.947013661460145	-0.0637399405178386	0.455476604618516	0.209255796977199	-0.542649361523049	-1.78275375621762	0.224542834630168	0.073029295761981	0.204461637239878	0.76528787066242	0.822455964133879	-0.0432064639070451
SERPINA5	0.338121263381897	-0.206469165237173	0.25420072499106	-0.471183824796806	-0.118420810855434	-0.191364312173362	-0.629046416244426	0.167270467274659	-0.0769527854749448	-1.01597115094185	-1.06004806854146	-0.502715557170236	1.39652985013249	1.67973178096995	-0.142575918059433	-0.318721851204403	1.27315948600238	2.13659732971423	0.807904696240808	0.189013579785508	0.590593116058804	2.56569329524204	1.45501544740052	0.420691647308929	0.226093603158633	-0.284989085772792	-1.18440995235593	1.23688814889663	-0.0109077296205166	1.25776631870411	1.21686085768354	-0.400821087480004	-1.00449483799951	1.20040585015592	2.46492395427165	-0.856554475449952	0.157277917831607	-0.443182183781865	-0.552010259208092	-0.743176660762885	-0.852475883840543	-1.34560573763607	-1.37958462497515	-0.823503819304742	-0.666337401252521	1.2509030335131	0.0315588474988284	2.12201988073784	-0.0510115364282042	0.0190277263816444	-0.871989835075215	-0.879071113955689	0.426007880510159	0.733955611129526	0.38853406208509	1.0191054210632	0.271858213838	-0.451592520962646	-0.35745440738479	-0.32599299555635	-0.679951458762549	-0.22091300517808	0.0287530577537351	-0.71277708916379	0.873605181424786	0.6154584607672	-1.03670164760484	0.795908011265547	2.25382167821224	1.28514210686864	0.806631894376492	-0.0121102109398424	0.146926733609108	2.31907914396279	-0.163686145665374	1.7014819255353	2.19447113824084	0.559469242846315	-0.197559552186964	-0.90893624941286	1.09687994382193	-0.706631073531682	1.2364521615177	-0.841189436369679	0.231416868414362	-1.30404629554709	-1.24799378913572	-0.943168290713899	-1.43676226010636	-1.17253281230716	0.417386581694408	1.05520095680647	-0.771333006976804	-0.919730453068796	-0.689479892608667	-0.801380975850949	-0.128638386042453	-1.31446076826009	-0.92922372664242	-0.72637708256482	-0.801802899120887	-1.166696207073	0.170723206033658	-1.30183119837992	0.541516407710417	-1.1197572432923	-0.909182371320324	-0.551187508831711	-0.634004014666208	1.49452856163029	-0.942781527716455	-1.42150270184357	-1.09875249650385	-0.166899794571408	-1.41942824576637	0.999661790373515	-0.21352934795415	-0.290649889644472
CACNG4	1.73605445696174	1.6223350436968	2.9583546210067	0.603725965024002	1.52961471139806	-0.653589739721516	-1.23188394262249	-0.559520685962346	-0.854950439279143	0.71626738106401	1.93406042529184	2.1061163098263	1.02000286843776	0.489315118605295	1.56257302506087	1.15171661612415	0.231427624674418	0.994061320853906	1.18320670136168	1.49412114283811	1.11079401687538	0.559960807254196	0.705716623310259	-0.371792316609201	-0.0684238863417668	0.296157718563327	-1.06715212779087	1.43627977185153	-0.694717208052884	1.48666902995864	1.17288642132585	0.144221685182251	-0.197388973836643	-0.473791511107233	0.159339316235562	-0.932647038854094	-0.608749019268075	0.194320712089017	-0.748444124963974	-0.234495886422043	-0.0573951007286226	0.0922020106261368	-1.06090362077166	-0.752865882663361	-0.654878707699522	-1.04589696047142	-0.179198306544375	-0.256886369907551	0.169582770365417	-0.292968937079966	-0.0744589880666062	0.681764013069948	0.168131614363688	-0.313105860656906	0.263984736383807	-1.07777971145059	-1.02528200903508	2.35032879249383	0.643607146436238	-1.04226907046709	-0.558069529960616	-0.318645862098803	0.716403960452408	-1.10709306268553	-1.03583276678883	-0.954687537656832	-0.275580673694537	-0.204337450221395	1.02410878630148	0.985388529690629	0.874076328146203	0.697001151088108	1.67659120573793	0.764368934415455	1.03680213321073	2.90012058427847	2.05460027176491	-0.435762687650146	0.379274812615326	-0.150439809074807	0.66359041820123	0.659125979442968	-0.298910140475282	0.909535751859052	-1.18933092692471	-0.569934864327699	-0.951623037629651	-0.494927171461835	-1.13754173008652	-0.536011958734328	-0.313447309127902	-0.947303714471561	-1.22978403452587	-1.06966177405268	-0.948396349578746	-1.03198293527836	0.0301266785992144	-1.15797742107558	-1.32329823451967	-0.448490179406492	-1.04800540477981	-1.08914994553473	-0.623653245027014	-1.0628925581152	-0.724389080182364	-0.0106081239905094	-0.826934592233989	-1.19983046740782	-0.912143058170834	-0.914345400808752	-1.17166096855071	-0.745405233572117	-0.578872278055997	0.350430953028009	-0.394430350236181	-1.25855106820721	-0.998307579826465	0.0892399451402536
SLC16A6	-0.76362006037417	-0.157481028776551	2.49317819659671	-0.505506692061212	2.41765021068687	-0.0347045256658131	-0.816771533224663	-0.963549520331996	-0.569908601451732	-0.239036330356693	2.10366603040394	-0.424415667891712	-0.37880041229611	-0.839885915740209	0.519195006566504	-0.0994546431143148	1.61018059623145	0.833875602965394	-0.337869384147165	0.317483052978534	-0.247981961179604	0.291956086061257	1.01151974721239	1.87175117312008	0.630124145037817	-0.841676700038401	-0.165630755466932	-0.238547180941909	-0.417816296126154	1.50775768317655	0.957174418163104	-0.351001802333904	-0.966119627426623	-1.04906776123869	0.208610000182923	-0.297817166811223	-0.261586947445032	0.0501587524651553	-0.376205433197341	-0.332140532526562	0.517254990243463	0.449851859019863	1.39984634787441	-0.325250987379353	0.440359044105838	0.0749478499262331	-0.480460583890671	-0.129989173532091	3.24157680121595	2.1670896409649	0.0793584853273348	1.50618245624758	-0.223955605178867	0.76304013517026	1.24721514912577	-0.195087499038575	-0.212713459306886	0.280133593425973	-0.330772572298776	-0.342644808942343	-0.764498871187171	0.559205770562211	0.0250380282821895	-0.473562748075415	0.35920169459196	0.0419509910984438	-0.808190691795828	-0.116483675283229	-0.339510936420508	0.596397707421875	2.35230316513897	-0.0449600820401787	0.163036197927556	0.584450854765884	0.531448613940241	0.208402733481744	0.850166765678109	0.678176857039292	-0.0217379208400181	2.72330226958238	1.69603046386003	1.30938686881159	1.00879211742487	-0.708876779258619	-1.3388349001558	-0.851492851006266	-1.19384769734665	-1.27970585564328	-1.40485348981552	-1.25159220029529	-0.802345770822563	-0.739121136294744	-1.32852959977315	-0.0589464390357769	0.451443667284922	-0.160590029294245	-0.855605022357669	-0.959097431590658	-0.574824967603712	-0.702550999538618	-0.684958201942495	-0.528563039900429	-1.21880260816868	-1.05356959398831	-0.578166106826726	-0.926457071488898	-1.11189444370025	-1.14070451516421	-0.900565315177544	-0.73671684256106	-0.628656275234073	-1.0583284374474	-1.08750329830543	-0.784885623915195	-0.693456136690858	2.46616720009899	-0.927103743596578	-0.838476502172189
GPRC5A	0.0284288341471295	0.334912126562273	0.916393371542784	0.131215322339038	1.62497867416275	0.166836168430096	0.327248888159893	-0.172103581115122	1.11319326120388	-0.605188856929566	0.758570297893791	0.273408032143179	-1.12475642061086	-0.248920939858969	0.316943153756695	-1.27389889489716	-0.0787375911661383	0.678634793868976	0.744234757089341	1.25331161164738	1.46114392211189	0.882767609932346	-0.161196678871736	0.928614915546579	0.836193617917887	-0.482385461531445	0.19635284875926	0.613893641848879	0.586675933040429	0.601539973045043	0.448143080197423	1.06959207719034	0.349313729766743	-0.0344757831523979	1.46114392211189	-0.243602916657319	-0.899311874300873	-0.64498484670192	0.497227443412661	0.0941939533675457	0.765308662695882	0.121926948896155	-2.79023576880788	-1.55001990826287	-1.37635507108896	-0.367674710135834	0.22976060444963	-0.227873459212435	0.164874115149487	1.05281222758513	0.920423177944035	0.895781902736385	0.465979928202961	0.762269792294939	-0.0125628850655952	0.836854241918092	0.829191003515714	0.263432609740083	0.454551132999413	-0.0742981978847605	1.08663617639563	0.76372316509539	0.0986928028089421	1.42322410450012	0.208647061403075	1.23712632364235	-0.352090589970996	-0.398089839105276	0.891025409934909	0.808183160309193	0.0622659954376342	0.559392161831959	0.281864019345805	0.780767264300681	1.17747197642383	-0.0416699785146311	0.815317899511408	-0.0283716173905028	1.11590181960472	0.720848667482081	0.906021574739565	0.680814853069653	0.260724051339242	-0.226136018091896	-1.78646384417628	0.744036569889279	0.280873083345497	-0.326795297003143	-1.14879652797832	0.473907416205422	0.0460741011926081	-0.911890155264778	0.566328713834112	-2.58256200810341	-2.65610927804624	-1.64182021933137	-0.983501796887008	-2.59599249402758	-0.930222471270468	-1.9946528916009	-2.0932245986715	-1.35627870772273	-0.942331709194228	-2.16539777069391	0.0658003338387313	0.323483331358725	-0.389336571102559	-0.746152806093327	-1.12022453996945	-0.680869942393061	-0.657853802225915	-2.23759736767632	1.06424102278868	-0.0726334254042433	0.336233374562683	1.32617843887	-0.0216993149884318	-2.1067277532357
ENPP1	0.636613507080796	-0.608095519603113	1.67600154738846	0.36549555821248	-0.328827679736648	-0.495078422751755	0.429411100344676	0.133184102187563	0.345054893087671	-1.09002925730058	-1.37070376659499	-0.750863674855483	0.968297366506015	0.3568709162824	0.325924188867637	0.603934817932877	-1.45905139835378	0.00543214307849309	1.09590865867229	0.261700937798078	0.108330011732582	-0.718431152857455	0.926730284910277	0.282036102715791	0.762835713186977	-1.19873842902886	-0.70000378335139	0.302837226881509	-1.03643515209592	-0.929009566220639	1.99004049717691	1.42403188610803	0.543184282013554	0.639031220160075	1.00875669592725	-0.878290341659341	-0.075864558172732	0.704098472886399	-1.42146694957591	-0.307217720649863	-0.213348911386388	-0.2218065113219	-0.467745077430022	1.36319343334946	0.515358602392042	0.365346099585761	0.240328354177258	0.381056838759108	0.934502133499666	1.26717945320837	0.622239103863996	0.153818184358715	0.750729564422735	1.13188422929195	1.2288477112969	0.0406780039324105	0.0918719794256397	-0.668538346585073	0.823348873640334	0.0192526702080408	0.45670927893071	1.05690874878255	1.210868717671	1.62325144384057	0.34760448142582	0.344949392880576	1.23621514242576	0.390235356776442	1.16641796374797	1.11886374539955	0.457544488903551	0.0283520630700528	1.06381901234732	1.2270278327245	0.0031814719937839	1.22627174790698	0.705390850423322	0.355771955791818	1.71908079861924	0.49024076141932	0.858770568172742	1.00807973626505	0.276356674900467	-0.510736411821554	-1.39824811233091	-0.410256256246744	-0.553780496316634	-1.90389302157316	-1.75778402642942	-0.425246077338271	-1.62289321997354	-0.544259102626239	-1.00816109659425	-1.95645849975863	-1.90694373589501	-1.93920921589847	-1.08218707523979	-1.07714944035097	-1.41809094294884	-0.486541697660921	-1.67760386903662	0.0733039429767819	-1.0251905883563	-1.59154207509824	-1.08522899787772	0.486627379326289	-0.258810708960746	-1.89525958795915	-1.4311290102091	-1.45268621919234	-1.18303648153944	1.65182441659568	1.63230687828296	0.673582537983943	0.253181796075093	0.498733528090531	-1.55823038470774	-1.3667475088289
CD36	-0.266193838307338	0.232324400318582	-1.09494269674764	-0.506328541888941	-0.546587280191278	0.119169928504026	0.459254331470984	0.212458657946169	1.90839315916926	1.0294028950711	-1.16411250512012	-0.44624506982422	-1.04296135434999	-0.759691451391189	-0.725431686898747	-0.599470812009554	-0.27476463780331	-0.251817391305893	-1.25734265083365	-0.888282735695073	0.704813888322081	0.6301899348158	0.775178804758251	-1.26431997291137	-1.21484015572546	-0.960809391717035	-0.374579594612858	-0.397204630602908	0.302911934923479	-0.479321442998695	-0.498741949033655	-0.644000304127723	0.454971860909429	0.00210206361817141	-0.455723917113682	-0.68277687409617	-0.359388833783702	-0.162869716153918	0.959770275242582	-0.267441671726779	0.810645394060106	0.845877648447512	0.400817062180267	-0.1748383719094	0.428615041406778	-0.15532413190866	2.24916885013384	-0.294636238548585	-0.490194583029128	-1.30132145590286	1.41933619271422	0.873681486046884	1.99999467722737	0.846111983361961	3.48897629875484	2.907122706178	3.20461088007099	0.0768841931917054	0.903553329266269	1.41370043802172	2.43101274374626	-1.20724770449732	1.01551855139	-0.688887156990427	-0.779469318170684	0.562226951252731	1.48592831702776	-0.736322402047764	2.14201921050204	0.482476921492879	1.11778230805554	-0.981079361816873	0.0797723710122892	-0.337302768096885	-1.17632721253577	0.0501934464359654	-0.549246981470274	0.290070381611674	-0.879026506574337	-1.00253858160754	-0.351374579709547	-1.27993839495939	-0.340577598526309	1.0361107319972	0.9051350899388	-0.251665073611501	-0.634023495145057	-1.02718475623471	-1.11334384590474	-1.21202227837921	-0.515701938466901	1.17104077573693	0.0185230827481845	-0.264032098721547	-0.990862844495118	-0.0337277448010792	-0.772954807549002	0.156874416238868	0.503777965216292	-0.763622419581071	-0.568521028183703	-0.82106376548538	-0.928418448167324	-0.810993222536935	0.0283944410193481	-0.491553725532932	-0.531835897326714	-0.0932078044610939	-0.209449638773516	-0.587367413678263	-1.13910896974841	-0.422132007127419	-0.738683326310837	-0.164709245232342	-0.101309934128168	-0.215483762820577	1.73891629066689	0.839011635454156
PSCA	0.953783337279026	0.769206846283647	-0.369056218210047	-0.547269999792863	3.12698369884888	-0.502284237665292	1.89152590422596	0.918271310232578	-0.573142811669435	2.59506450156042	-0.501043136999642	-0.389162048993567	-0.643240177265313	-0.489492626804665	1.20823379575047	-0.56133580733689	-0.393985793580725	-0.0337604623782038	0.0334410016644919	0.856158358919044	0.570481807699864	-0.672943853196522	4.26086154099061	-0.479712753559348	-0.294995604488528	-0.527097976973842	-0.540849372349237	-0.546459147357972	-0.715017165762037	-0.434933841542717	-0.570850912440202	-0.046121825008072	-0.100275184052574	-0.520205731277269	4.10522751751818	-0.517781447977034	-0.536968864267974	-0.283751232457745	2.37273372831599	-0.316648674101892	-0.670602309940664	-0.354071996173439	-0.673299635387342	-0.775913838423234	-0.733104139462768	-0.566234017963986	-0.433212848619683	-0.177165507291774	-0.625111833542394	-0.71249359440855	-0.565108753360464	-0.393911327540786	-0.420528799816746	-0.558903250032217	0.775561281691772	0.523195872338622	-0.0532043728067113	-0.58636467076082	2.86469775817497	-0.539087009404015	2.2499309544522	-0.69521747314271	-0.250423542582839	0.970207236087787	-0.655684279939558	0.172915894470172	0.420424463218414	1.35139889453534	1.21956090782563	2.36071159986806	1.39142025400032	-0.0860438964197947	1.43411411689866	-0.377992143002723	-0.404808191385187	-0.502275963660854	-0.731068734371103	0.177888571137208	0.118522589296978	-0.499992338436059	-0.634138772383884	-0.239534952742875	-0.710300983232569	-0.58498291201973	-0.247014652754522	-0.148438163884209	-0.629406041845541	-0.760474546142556	-0.738358132280683	-0.145045822064767	-0.491858992073837	-0.584726417882163	-0.355420658896779	-0.609813199337156	-0.507927108691777	-0.50880415316217	-0.426800495180495	-0.578777408691483	-0.524177253407347	-0.678388148116504	-0.259210535295637	-0.0836196131195595	-0.0290029098265478	-0.381839555066236	-0.692495325682719	-0.277975977360256	0.14371693280966	-0.459838594900082	-0.509358511459493	-0.750231328648729	0.4725093211535	-0.383659836042522	0.505580516890838	0.277441392531165	-0.538118950884809	-0.238459332165979	-0.565853413759854	-0.667507832280977
GPC3	-0.533743373071533	-0.541048017353523	-0.541838205288429	0.534250750346252	-0.756291535529503	-0.678513153331958	-0.994468880281392	-0.56536926693142	-0.239674014272666	-0.243560636324593	-0.706224860444515	-0.805485328593372	0.0842479096484469	-0.439031079664292	0.660157090718721	-0.319969971983752	-0.825157332879838	-0.540340523504827	-1.17534841152071	-0.481517463513252	2.27074386669546	-0.0662461390241556	-0.459621907130884	-0.658253102210212	-0.681637152144381	0.00227050551773344	-0.701401038748861	0.161622009646736	1.03490831296432	-0.627941125497902	0.659238267538596	1.51559984787829	0.797760050174175	-0.163880290144191	0.10403936094833	0.0134433953880479	-0.252041374277143	-0.0198455684278648	-0.290016336311691	0.452631687255787	1.19662119266625	-0.0680654089208019	-0.811981408476852	-0.538429371290167	0.648203201145301	1.2788926202146	-0.0381760908713495	0.926882271677079	-0.632847641279767	1.47772595639356	1.29500877879399	-0.229447512277879	0.548602768419798	0.904481362545643	-0.581549743133413	-0.563687820511792	2.19590571867432	0.988719071699463	-0.338217800341025	1.29401644975945	-0.729131122325021	0.248717258890744	-0.467523786479955	-0.354958758682895	-0.646685118372443	0.164920584863383	1.4692176537456	2.10574160000869	-0.639996085621137	-0.261891158768078	-0.329654368302265	-1.00756211059817	-0.746230421707138	4.52505816266747	1.83355860936039	3.04311582013997	2.17553540877096	0.975313441501445	1.88362528444538	-0.452234568762682	-0.0174566281595408	-0.409178514542045	-1.05155536446253	-0.0848614966534787	-0.839399092171769	0.0915617421622382	-0.175338015200344	-0.74145254117049	-0.688197549650471	-0.951440390756158	-0.894675494688062	1.50848815646413	1.12045075103392	-0.860752542877864	-1.06063333748216	-0.833491059123568	-0.530858268285941	0.236993075112354	-0.304800201279895	-0.340321905423511	-0.738558248153098	-0.850792499605313	-0.385785276376074	-0.98708154191319	-0.730288839531977	-0.730665557035828	-1.07561015531819	-0.954904354145227	-0.920016637995898	-0.810768561879088	-0.716276786035077	-1.04656615459445	-0.735498566963283	-0.352321736155938	-0.433270058324912	-0.177396179123824	0.846237161157547	1.90244278317433
GHR	-1.00947272859529	-0.261324761362543	0.275768326945296	-1.43297350577968	-0.161718655570133	0.244405781730134	0.985074169590195	0.110867925612837	0.467333732789338	0.829971713188017	-0.253275092098641	-1.20144099796246	-0.90170293556074	-0.20898290815081	0.612075755568571	0.448277528025786	-0.992141995902476	1.521931620743	0.0817173291755735	-0.145497697865538	1.7653980102829	0.574579043123977	-0.451818398211107	-0.982146419809907	1.00323343292491	-0.640062080289026	1.63632205771415	1.56468076138529	0.525254865736389	0.541521430632281	-1.37792562588433	1.4793345040717	1.76162021460381	0.979114829927401	1.83392281520648	-1.30221008713294	-1.34174392078879	-0.0578254737958145	-0.761514030712646	-0.896237673803663	-0.233025499162821	-0.983795879895144	-1.69576974323091	-1.37989433630864	-0.19402374940543	-1.18805528731682	1.29209418020232	-0.85418024222938	-0.15794085989104	1.26202383874057	1.21774685718984	-0.309014681061991	0.176314245123875	0.984800526442413	-0.0873561301605515	-0.184833900359107	2.53378796925292	1.82805468992628	-0.281726378269352	1.08233910622936	1.37056895402717	-0.302903317428209	0.114090833797817	-0.798243022103743	-1.12794500918752	-0.637948947092269	1.38912347968645	0.216828633392614	0.385073562086845	0.731414572795436	-0.405580307434609	-1.50710039403422	-0.274185989308266	1.25304682325363	0.383044042074133	0.612273386730858	-0.086748034276593	-0.960315777575795	0.0284177249466066	-1.12140797843496	1.19893389077987	-1.0086441979534	-0.641445498425031	0.709515519774379	0.950511519785701	-0.739736596868381	1.32229374203941	2.41353700820012	0.418055162593046	-1.38868892303039	-1.19910743000777	1.06173225696172	0.297743391951848	-1.74590724886329	-0.706869014340421	-0.820902194979749	-1.58876007005131	-0.79565101339837	-0.549440591182103	-1.0285061297632	-0.321336223910702	0.0861184231357236	-1.15715641521318	-1.29388677472126	-0.818158162303385	-0.820020455948008	-0.639872050325288	-0.570853167495993	-0.235427477904458	-0.110440970155328	-0.861849851565807	-0.618976355512762	1.84206369885298	-0.564825417046254	0.425853992304815	0.429358144836126	0.778853652942752	1.34045300537412
FGFR1	1.24357491495494	-0.186211498635043	1.4007584110492	1.38770362113934	3.36701858435406	-0.325159732632979	-0.262037671530326	-0.353779848973842	-0.222634203084427	-0.732583945204651	-0.398196420504787	-0.00785979619120764	1.61629793383458	-1.05637939677252	-0.796901499888794	-0.600067466675129	1.11543394293367	-0.48209616005373	4.62977860469553	0.478459022801571	2.34338119018216	1.17360666060896	1.67302808925486	0.675723433704572	-0.0642791232803088	-0.0133510967088503	-0.581816264664387	0.511900963254441	-0.500458941465412	-0.548151165409638	-0.621554471313103	0.123524948414505	-0.374948055323418	-0.623483200957906	-0.492983121602496	-0.467614747803286	-0.414319643940477	-0.663540205895019	-1.31970678298864	0.0179628651689687	-0.454759206823667	0.7914711222644	-0.229735434958476	-0.502993387858169	0.211377786739574	-0.788325825930908	-1.26568641301972	-0.757880589388972	-0.817527749148095	-0.860445968723573	-0.645257124055437	-0.484343687986931	1.16153217543591	-0.251302139168549	-0.089185239561343	1.94382332537669	-0.331822616860482	0.596956346598824	2.81098654964602	1.35168738450766	0.0619889087966277	3.33737034353312	1.93613231666911	-0.311013058585352	-0.36786276336379	-0.186657816238799	-0.251031160623412	-0.460896073875314	0.241639714265682	-0.650349926712583	-0.907771574636144	2.61947644784859	-0.204159842271807	0.293340826686504	0.131295656694187	-0.445681425561556	0.322208011700873	0.238204662708201	-0.209730842361549	-0.888237209514603	-0.92901151060061	-0.466985121183701	-0.572778333188325	-0.977094262448123	-0.237259074564651	0.0175085776080028	-0.0512482432420715	-0.0481001101441491	-0.00887198075686878	-0.550470422957728	0.113968969719798	-0.0911458490349862	-0.56875350479731	-0.761698198892529	-0.209125125613595	0.063224252164167	-0.698464558388936	0.203304220085913	-0.732169507429735	-0.74422805268836	-0.549274929376238	-0.543664079500447	-0.235720872823134	-0.7327034945628	-0.748603559196612	-0.116809111250964	-0.493548988564401	-0.549203199761349	-0.504284520926178	-0.727666481606124	-0.555531345786034	-0.298866843797417	-0.443402017799515	-0.342183561233392	-0.577058200210058	-0.512700795739865	-0.355182561442789	0.200929172837354
