s0006	s0060	b0251	s0132	b0556	s1551	s0067	s0059	s0046	s0176	s0181	b0551	b0629	s0050	s0204	b0339	s0350	s0088	s0141	s0055	s0104	b0326	b0383	s0168	s0205	s0077	s0086	s0037	s0100	s0170	s0040	b0428	s0026	s0146	b0421	b0252	b0243	s0025	s0177	b0165	b0241	b0502	s0047	b0565	s0162	s0200	s0103	s0033	b0341	b0671	b0404	s0035	b0679	s0154	s1511	b0340	b0626	b0434	s0107	b0772	b0336	b0664	b0318	b0694	s0019	b0542	b0354	s0116	b0499	b0512	s0106	b0427	s0109	s0001	s0190	s0018	b0668	b0627	b0334	b0566	b0374	b0370	s0080	b0521	s1616	s0201	b0359	s0210	s0013	s0101	b0387	b0338	b0667	b0504	b0574	s0138	s0087	s0229	b0382	b0344	b0515	s0042	b0244	b0494	s0195	b0305	b0433	s0136	b0327	s0071	s0084	s0183	s0175	b0672	s0004	b0519	b0554	b0394
PTPRC	-2.0294279310053	-1.3921843184901	-2.02962551178575	-0.916531387339663	-0.456958492013518	-0.785254157252369	-1.82736358669149	-1.22237123695432	-0.366466494567527	-0.676273158312753	-1.9083109125896	-1.3983929145527	-1.26640895321226	-0.374552108044395	0.256786878839672	-1.35665777431308	-0.437580377007868	-0.600554123835775	-0.930719207228113	-1.27819540669216	-1.18005095363414	0.866110807225162	0.532564052782819	-1.58125392685895	-0.337908472531751	-0.572072094407864	-1.02149997658399	-1.08059942772083	-0.349056588105589	-1.42463316204858	-0.981649453019432	-1.44011285627074	-1.23620949084659	-0.937976501279248	-0.349383356319409	-0.945682151716789	0.86729629190786	0.924609916759865	0.315126403897857	-0.208675443596033	0.997144860967287	1.41094740857617	-1.1000231382912	-0.464003006762631	0.067823660121834	-0.713805907337421	0.0596544547763152	-0.181660071499922	-0.287525373517061	0.118518328828771	-1.14856721619555	-0.594619101161496	0.26833015597441	-0.231640409692925	0.19866013308351	0.542997837842724	0.521218356428531	1.21144401514741	0.473745774295082	0.00544892758600206	-0.668187544835886	-0.529698616262176	-0.466799534732073	-0.618518776335131	0.00845063559668156	0.181827770441347	0.502121414071983	-0.156970073204488	-0.59863911011757	0.476154739964412	-0.011657008444475	1.30785583674611	0.390967026547419	1.21029652676865	0.578015231547051	0.741080169504396	-0.217338600892677	0.189351038620011	0.469178618562378	-0.322322388658578	0.312595850055943	0.400374911401143	0.742736808355859	0.412009379665319	-0.965584615716709	-0.700689583219872	-0.528801903489366	-0.599391436935436	-0.279948910512892	0.189936181700574	-0.123502928700613	-0.112294019040483	0.431881446622092	2.02827335856987	2.39030214244013	2.50657083247403	-1.41312788121778	0.689124023506896	0.8791207416917	0.606147694978783	1.4822360740146	1.34930980433663	-0.188149840211618	0.314632451946732	1.09510693176644	1.3245590119549	0.0309520467855947	1.13695606091785	1.51214676447038	1.55791711218764	1.12267704989996	1.23605042157419	0.354080214689605	1.11623287675299	2.11741268759586	1.63926719890744	1.69466581004124	1.75705574109864
RGS1	-1.02640829688129	-1.27960259270905	-1.72924770805479	-0.0929839503156318	-0.526621961848794	0.456395662017215	-1.45450400591593	-1.12205568262557	0.0406241653455645	-0.21838191284288	-1.00342166463865	-1.19256059722989	-0.0989664032556855	-0.293126643945261	-0.733124380225507	-0.796326390565172	-0.947351887984272	-1.10277888981873	-2.11833171571007	-2.2321869574746	-1.51661911414486	-0.182271611312828	-0.600252842854228	-1.80801667176549	-1.62099764742328	-1.36293474875241	-0.883521091299556	-1.20461532973072	0.246893034508402	-1.49578832079954	-0.350193496089646	0.937641782532785	-0.122725544436528	-0.280622778340825	0.963242369438419	0.110284709715107	-0.742735828642711	-0.574840891852108	-0.798482229462489	0.487170262276409	1.77327188711892	0.905250303100602	-0.963152390569188	-0.753577901763798	-0.688076329933662	-1.20847787442175	0.830927757115613	0.306187586846681	1.97997192406122	0.345944849178028	-1.27933311284688	0.087890933169231	0.125869628410292	-0.662655396269471	0.230212231040415	1.12746339744151	-0.230679177219657	0.0852590131820902	1.84009391027366	0.974928812794289	1.06822274107567	-0.0481963972238796	1.07196851115975	0.888821014170635	0.362787340563314	2.18333939337475	0.513767924672053	0.473687286506108	0.393049929084395	0.545548583083328	0.420788389563202	0.372551494235743	0.460285154694456	2.39109040177949	0.0850164813061417	-0.144876789106457	0.96754506457098	-0.0214190815867928	1.92918395270527	0.677351183668021	0.442697102357182	2.09588419544027	-0.285320710604561	-0.654238641907864	-0.299935501795953	-0.600755871930268	-0.611849459589376	-0.983866409307572	-1.10991112350402	0.504803227924045	0.253773753655671	-1.16925957181473	-0.278439991457292	2.57551343678285	0.0217605749940443	0.495003143603326	0.914520410359064	0.989462760027032	0.581712780585814	0.718967857048305	1.64576299900471	0.28273385617629	-0.730402633617645	-0.453287508691741	0.740301679469667	0.716731174192337	-0.347094477674754	-0.540958290515949	1.62408783542461	0.236320441249479	-0.483091981447142	-0.283245715665894	-0.376045597533301	-0.908888128991315	0.676309194867651	1.11937900157657	1.44407528749867	0.889306077922532
MS4A1	-0.105004097096482	-0.947606174210594	0.102491995198247	-0.852021749852311	-0.573313146711009	-0.673320817845459	-0.723536123378078	0.8094008445176	-0.0280554634385822	0.0448223733854736	0.349259822316432	-0.421371976575109	-0.588265835514106	-0.335312511908134	-0.387175520921118	-0.770702736909595	-0.729157699958147	-0.209267601284494	-0.667646373774041	-0.500902306060532	-0.771354769302894	-0.0135169033177152	-0.6230085885787	-0.352097940411317	-0.865053586469744	-0.694414946893553	-0.586494774553928	-0.463287085965998	-0.629907796199694	-0.62945842252323	-0.685136702161872	-0.326192869650499	-0.825658494166472	0.171880577593294	-0.522472242530764	0.890807969945898	1.88505163474493	0.799497001138294	1.25469491289837	0.173052473651522	0.359983111811642	1.31354524201792	-0.209549561238353	-0.537407308836746	-0.250654035761896	-0.373623820638758	0.51499059644576	-0.305794829238494	-0.325761118471152	-0.816168779469397	-0.705155858885879	-0.275210985493324	-0.116617322696059	-0.741105753002932	-0.603227335565762	-0.114546679284905	-0.374830961691218	1.34776813141759	-0.682889833779557	-0.581040611696464	-0.462132812404886	-0.501677695933645	-0.809392929328217	-0.728858117507171	0.778614342055594	-0.70162254821408	-0.257385829660286	-0.786140044383388	-0.739176089568708	-0.237912970346882	-0.249235424744042	-0.541152089473939	-0.734629485312728	-0.227894580736321	-0.263747551119235	-0.390391626644825	-0.232449996240859	-0.627625682823145	-0.433381708359802	-0.660888146129977	-0.692229757251144	-0.727324960258061	-0.207602275307013	-0.520780482807609	-0.643864813915726	-0.89922360837806	-0.577304642307828	-0.595552738071656	-0.290110806805074	-0.23165698387063	-0.760314274859593	-0.259623886794043	-0.21569100148335	2.49583857354396	4.41534263818066	4.82797340815655	0.158972098455676	-0.0533261243032172	0.652728033906	1.34201438610915	1.13638627850874	1.49844048176112	0.207275363051188	0.424084945071829	-0.539125502305575	0.919206624048658	-0.439998956026936	1.94698590085983	0.224395618999579	0.475110885471794	1.11834084146175	-0.657002385515855	0.131657227925562	0.289872007034829	2.69254969760357	1.4056404119472	1.85525199212144	2.3968001397509
CD19	-0.360714521760783	-0.239498745150458	0.211869012948836	-0.612775655422521	-0.586898926380734	-0.74096335457851	-0.00399482017721618	-0.147534923109109	-0.393058218348102	-0.401110921771239	-0.463920236699778	-0.65450088438069	-0.406727438790237	-0.465080747314114	-0.531229852331237	-0.402590351333026	-0.499205074691368	-0.37295746579904	-0.576994721290452	-0.580476253133458	-0.42094590853076	-0.0206937706201357	-0.124431017138216	-0.55164952382775	-0.320256109732766	-0.572955081289406	-0.621218148670321	-0.828976125215327	-0.767974017655677	-0.625018599460777	-0.320955959645228	-0.52029801952139	-0.72707266264509	-0.592223101031235	-0.656786470170755	0.495237356618678	2.77374491782251	1.70436539272114	0.632275056566432	0.27370385331572	-0.0699667480013106	0.95402883910586	-0.36301782527015	-0.738784075104261	0.408650862385739	-0.182394535837431	-0.450507923187535	-0.354061518162569	-0.73783617712156	-0.630643975339427	-0.493650569689931	-0.224022317339435	0.637944726743338	-0.353060467021959	-0.437954919061478	0.255800097960208	-0.493845464602262	1.00161863315327	-0.80039744397986	-0.55414772224945	-0.450056121345312	-0.773944889060731	-0.590318446206181	-0.610941871474678	-0.242989135853116	-0.364869326937296	-0.453635100644484	-0.802931077840165	-0.434570834674637	-0.39692068115612	-0.659887071048751	-0.757555998705611	-0.595208536733763	-0.199563005841875	0.816663361351003	-0.0756718536168229	-0.950909469457417	-0.160211951270285	-0.677675661228794	-0.605210189280211	-0.851353604694804	-0.889154358827396	-0.245106403309804	-0.824015163810534	-0.486120538986227	-0.15486120004083	-0.405177138351239	-0.39798374431429	-0.649513346396943	-0.0841409234435762	-0.49089546433834	-0.0809074396708098	-0.641513796131714	2.92301670294887	4.75450620614226	4.26957222882375	1.13824882555705	-0.47675672433468	0.33458193684025	0.557258233038241	1.55283459838367	2.15750492275072	0.989127641044769	0.261638086470491	-0.597228356734286	0.424428491424911	0.357048004916241	1.53095321504467	0.392492302381556	1.94226120980026	1.4444996037065	0.276786736474413	-0.287655506215555	0.252903250854195	2.30014142199817	-0.0113919679861486	-0.0331316095707233	2.38025208982592
CD79A	-0.308334225046797	-0.786622227127617	-0.649037084784712	-0.435474073701192	-0.278614085498147	-0.53806415566094	-0.645976680264513	-0.174265696593565	-0.791849626152803	-0.898469557542876	-0.534870690074643	-0.922943289342611	-0.50248932920408	-0.646993646983958	-0.414830599732638	-0.855709433516851	-0.624724927136664	-0.421246043990822	-0.877464917823491	-0.480686323088121	-0.24904601573932	0.356676470213677	-0.0200289122649759	-0.679118390084195	-0.728408010710769	-0.541476221570107	-0.672816998168379	-0.845444722703759	-0.779037746360165	-0.985215868275376	-0.495902806432346	-0.686408235633863	-0.761293102760123	-0.883205552389331	-1.03972338356527	0.363291506071004	1.3860463818915	1.35005336351263	1.22864464506221	-0.0340858634617956	0.431038597437418	0.195396953743884	-0.535193838378019	-0.500550439383829	0.406507839466498	-0.243628529476855	-0.411180924776872	-0.844351721089402	-0.92217343603163	-0.452648455589395	-0.748338657539525	-0.509113869423271	-0.275553680977947	-0.544840765669954	0.229707700072833	0.0132933804301205	-0.026178234390968	1.23611507348729	-0.762766278849039	0.256414956910604	-1.01725507211884	-1.14082128071238	-0.281883585979355	0.076906074385706	0.0240333093364127	-0.803245356027709	0.00091870128322488	-0.103790853372189	-0.731221301822505	0.1463734552495	-0.604661219241813	-0.752473054950354	-0.301358023438639	1.21626996591531	1.06550227366708	0.772767928256643	-0.83712840607278	0.151752924064509	-0.705103315420302	-0.706947161621914	-1.1964027888929	-1.05326709922144	-0.356920522895438	-0.802741624848919	-0.225199571822607	0.342971180405825	-0.389273370680409	-0.368734444692359	-0.761711294682138	-0.760010013908486	-0.527599853248703	-0.240054889416	-0.71662260199944	2.7363690893539	3.64191617466786	3.87258703710653	2.04415691043873	-0.566890885194376	0.0912386520765807	0.513992667786193	1.14476865161263	1.67703192471896	0.864009802150804	-0.072882668590542	-0.285010521032602	1.29297967051946	0.934598697714547	1.47737379504244	0.32423808317193	2.37150614175776	1.39313663584203	2.04689416665555	0.00963420111249017	0.515285260999694	2.65655145842024	0.627522270251376	0.687304706375779	2.10182937822933
CCR7	-0.59833184658959	3.86272931587145	0.00895872553307378	-0.534836727699495	-0.954175139568997	-0.813763681019819	-0.681754252823089	-0.433862889147348	-0.0838412276855565	0.052817638655646	-0.571536607469325	-0.731120114678541	-0.611524922339645	-0.765160924917352	0.00922620590009899	-0.596506686438122	-0.452610116047992	-0.802293493516193	-0.61218575618759	-0.759874254133788	-0.491166624247764	0.877483211404283	0.283307044335489	-0.627738952823165	-0.602202444841842	-0.77641870154128	-0.791814556784486	-0.952869206012343	-0.758395245045529	-1.00026043339358	-0.686254216644814	-0.862909264925955	-0.708895643006565	-0.739152392758926	-0.688952621523924	-0.22231738710861	2.59280333686068	2.08079871195606	0.754851330192684	0.750264828605158	0.853661724599772	1.05461028386253	-0.76781999444837	-0.877557748555413	-0.125796309960476	-0.469012956202354	-0.56232426894618	-0.779951015799942	-0.747593758459467	-0.829883306667917	-0.687772561081164	-0.539926721742599	-0.0564716924831476	-0.143457881253781	-0.255980578005737	0.917251248325288	-0.151144008270957	1.54557049753793	-0.712105407410872	-0.340748253143982	-0.804771620445989	-0.732418181165577	-0.786362677538936	-0.905651054162715	-0.163770655008487	-0.457621439394913	-0.150317965961025	-0.637950409187846	-0.770628538302139	-0.543726516368286	-0.397406888535689	-0.60255646297467	-0.350550621888507	-0.0570302544260537	1.10794901587527	0.185920589529333	-0.988562100871018	-0.0848403455270931	-0.21219246850973	-0.927505773562626	-0.908034776257089	-0.762509722455952	-0.632443460454967	-0.598347580728827	-0.817697215829018	-0.463033983292371	-0.506428739307458	-0.61734655385726	-0.769291136467011	-0.681321563994078	-0.291885883744108	-0.068343100537311	-0.557336546808115	2.49765899689577	3.20158078514122	2.78716715885284	0.399000170143659	0.466444557982191	1.50669930655342	0.771395777600177	1.57569350710678	1.78736488225941	1.07220105152927	1.18459000809771	0.104244672751118	1.34379589596524	-0.670677418800384	1.06867660434022	0.917809810268194	1.06903062247305	1.76255214468298	-0.014760489366398	0.129128213954113	0.493342069007496	1.41384428384746	0.852450195878538	0.657999836120579	1.89272067858901
TNFRSF17	-0.644402102761705	-0.354077682458688	0.0177391520921641	-0.715651538564449	-0.58954307397406	-0.756163831517145	-0.364049812916047	-0.396600816532414	-0.538090163819998	-0.451394185201822	-0.564920529634901	-0.543966744402277	-0.485570276744573	-0.668015122782957	-0.611128837844722	-0.742522941953251	-0.52049325213228	-0.782124200765397	-0.680868090927998	-0.705580917929733	-0.61410816570976	-0.0568179121668077	0.507686746867518	-0.298685165210361	0.220678162535508	-0.710259201354174	-0.500663896424477	-0.542998257658271	-0.35898577629696	-0.561374883250062	-0.75980796807934	-0.678315553831505	-0.74167756793094	-0.80925003711237	-0.744271142601332	0.145645062419312	0.281939052851333	-0.0824335657943119	0.124510711861535	0.144257992421539	1.13618539863932	0.280921321018649	-0.649950382752795	-0.627322264505108	0.280486322735323	-0.415207252538038	-0.615134105057225	-0.518958446868472	-0.704087150239825	-0.6503935885509	-0.792843215067711	-0.626000854625573	-0.332918709356571	-0.772242352970615	0.275233513276303	-0.122100484724696	-0.737737960836674	0.395210964326242	-0.686030617724442	1.4332399810617	-0.687729573283844	-0.601222367505601	-0.546117113274564	-0.220377266697057	-0.587400912616553	-0.624695859775598	0.258678955965609	-0.139410133395125	-0.689953809789148	0.392018241076931	-0.101475000083261	-0.469294774936389	-0.128896306962304	2.3064621010204	2.69704131435769	1.86877175284752	-0.709011659107656	-0.660398549067378	-0.636260248100223	-0.753430729095498	-0.787253897502722	-0.655876208423752	-0.30104892946692	-0.706779215087573	-0.587540440367808	-0.111824676220488	-0.535636116900863	0.0172302861758211	-0.674769907446667	-0.612204022280865	-0.727388284699448	-0.116232111657197	-0.377731740053839	2.55443574506006	1.80666548850938	3.47054212974279	0.152276734361326	-0.670781055263723	-0.400942591850886	-0.281309856421695	1.67814401457375	1.82975322758473	-0.152591402131354	0.0331692798780365	-0.31628207689808	1.05705674864804	1.47799555915551	0.525398563762153	0.304772358968513	2.92801719528855	2.5580224290188	2.64852669449477	-0.368736303855267	-0.29577970497834	3.07055710446794	0.628846080045737	1.4281020768096	2.12590498338135
KLRK1	-1.01194531951174	-0.619710055660257	-0.961975108985792	-0.927144749811953	-0.0745970974084934	-0.478048032750124	-1.04703671060544	-0.151505802064391	0.0219238054931779	0.666324604997171	-0.745805875082508	-1.01352021209491	-1.09241275934178	-1.00039030652576	0.165212927370464	-1.00287881082846	-0.28865197276088	-1.31051362945205	-1.21501075103785	-0.925091298709024	-0.409970908049621	1.32084474192789	1.18721380108557	-0.806617611346799	-0.907715273910084	-0.43503867342055	-1.04045870622487	-1.02046366116329	-0.694008441117516	-0.746493259138149	-0.77967041615285	-1.09903426904233	-1.21306171270287	-0.73475552380827	-0.887650620336546	0.14381701100562	2.1470107682971	1.04420311325614	1.38940042514814	0.326748180446235	0.97728323006703	1.87973148448447	1.42238615875494	-0.779244064017072	0.46833189378041	-0.282700444987983	-0.0345112955813949	-0.863078815613359	-0.56638993549606	-1.23176900029311	-0.676832540790473	-0.319810482928633	-0.499391742730994	-0.351064704800336	-1.13689259848659	1.14105465658963	-0.323543239382686	1.75921304708331	0.376474761180306	1.40670684143512	-0.955692940781067	-1.0204462590353	-0.873302565808028	-1.32331289458938	0.183372047928995	-1.00892605030531	1.03562386415661	-0.876608970126304	-0.349420203705194	-0.241257277177592	-0.830928384150123	0.352094379865019	-0.409640267617793	0.464129279870601	0.689330218201176	0.726857907213608	-1.22920218641445	0.182432333017485	0.54565824950809	-1.04412185416696	-0.863339847533223	-0.735164473816056	-0.471470028369554	-0.916729576209384	-0.376906864866861	-0.561717464130496	-0.553268730990902	-0.390993887475516	-0.276157244863395	-0.460367470711343	-0.375157951003773	-0.334515281080966	-0.814718301926575	2.34529931568971	3.07248203804654	2.16552663247945	1.09977680899516	-0.0308307455113143	0.982068815264534	1.32482982923781	1.34442462535559	1.67756226254989	0.322771794200308	0.421224333308973	0.476771925856009	0.109308591199614	-0.283822882243397	0.209997303755112	1.57434154037171	1.71388050366695	1.19361778418623	1.47451423315176	0.168815167864585	0.383827160256473	2.02396032127327	0.521129950104879	0.813651020568352	1.87126534921688
PTPRCAP	-0.714668991022865	-0.197620657080673	-0.802255891878212	-0.72108456439308	-0.0197208877945411	0.304964422145987	-0.198948915166793	-1.18706875413554	0.526453628362905	0.452453158257742	-1.18126088054328	-1.15043313894973	-0.822527020185996	-1.42619861676419	-0.47213600963761	-0.811866229795436	-0.496235646546564	-0.78062177978271	-1.24565969415662	-0.881586757178655	-0.700987064593286	0.697034956037275	0.338448679911779	-0.300747309401088	-0.558698502295819	-0.349797362908146	-1.00692049567094	-0.571902950328427	-1.09155571189046	-1.31456416755229	-0.968149249836864	-0.63138807716566	-0.464782842324251	-0.756539505724554	-0.625623610700405	1.16707337144129	2.52405829420851	1.54251029426717	0.933030824096722	1.13369329078029	0.96440549549044	1.71521857116441	-0.872228180598017	-0.979521917110182	-0.130096530323522	-0.216945510019914	-0.371362023600453	-0.610326939146523	-0.585810593818393	-1.37854627274645	-0.395887050353982	0.170046390012678	0.370500502486657	0.144774760674794	-0.456188231178766	0.92888978418117	-0.173972454292491	1.57996196344052	-0.0078794235496515	-0.194790512400442	-1.11190497302684	-0.938962297643814	-0.630980050171884	-0.972160068371423	-0.465164825041828	-0.350031761393933	0.992481225232356	-0.439545938687964	0.0698801037534854	-0.0483348659112252	-0.862748064061785	-0.468021013998257	-0.377890455500862	-0.0421710538775953	1.26096298713666	0.0644281686026121	-1.58555486139704	0.525446583016565	-0.0047541104058385	-1.24900204293542	-1.38378117226234	-1.12143717811547	-0.294062611843489	-0.433738065095713	-0.800675872455508	-0.36074464033689	-0.88617923121498	-0.455085690153033	-0.869476168746381	-0.615336121602022	-0.359607373609558	-0.741129975640478	-0.961924667825437	1.97699827266031	3.38981344217159	2.97371272277454	1.29048851492028	-0.22001005318593	1.091831457504	0.543990107669853	1.50009284976532	1.92851251180422	0.844740727784017	0.78548999943257	0.26755616009963	0.667066675558272	-0.0609923841436665	0.893400117148099	1.0034371840865	1.51809812604384	1.6136893011175	1.15498014585981	0.440681145416049	0.747925471729023	1.52643229442733	0.760548264259866	0.88804367767662	1.72226788858879
LCK	-1.03199107832315	-0.512163098969483	-1.09810535029154	-0.776719538891091	-0.350481188791042	-0.766025645720247	-0.773820265489199	-0.777017595035211	-0.130868002600953	0.230547652155224	-1.13832486573898	-1.04217014724506	-0.666845205763292	-0.896881324993208	-0.0977747385992874	-0.785868959315133	-0.842662202776505	-0.95903054704437	-1.17638573214264	-0.585548134453525	-0.604045679397687	0.485963703657158	0.471657008739408	-0.693607034703504	-0.897901941486709	-0.645466451425972	-0.806407737246297	-0.533370245223825	-0.828247123806348	-1.26628127161005	-1.04967574287426	-0.599195493052464	-0.902372783648506	-0.807726409883918	-0.94799343770757	1.22134046723564	2.36076394618381	1.01439918317283	0.648882998433915	0.453096239764675	1.05553996306573	1.43007008816318	-1.27625260443151	-0.965352950101456	-0.483658093186389	-0.393356113522457	-0.736093583247126	-0.788650816660251	-0.892383386818308	-1.24458639711987	-0.805540664827039	-0.471076511102787	0.151481485924171	-0.617241437778264	-0.54026166455605	0.898157286966108	-0.0976934505599819	1.79684172150914	-0.334476477052246	0.0734991602171909	-1.07964393336485	-0.751574438732621	-0.68126028473345	-0.933036438475376	-0.131229282775643	-0.475348649168504	0.861369933178231	-0.16259743394316	-0.506698736327286	-0.438245175227773	-0.518928070240565	0.0695160462912263	-0.109814400420854	0.747395070067692	1.05365227415297	0.485376623373286	-1.15090644782258	0.172128647907743	0.333349925863453	-1.08975977825619	-0.835328215230285	-0.848822029754982	-0.400888805164758	-0.459100073311791	-0.0786359213450494	-0.450230645023135	-0.422917863816521	-0.285929453578187	0.397775213015166	-0.394123833893674	-0.255049030646502	0.116464404992278	-0.380512603312204	1.97450124741328	3.42514953284872	3.00773545101548	-0.852696759628538	0.498364645653415	1.10790752438714	0.559592603259117	1.33551403444226	1.64265637495553	0.881375822851726	0.990771459748061	0.542648563066124	1.20444158706449	-0.29887231583648	0.700961535615574	1.93670230913627	1.712338288649	1.46064342294638	1.19770371180651	0.885846665013523	0.544933660171043	2.25661590382485	1.05585608321858	1.35764244514207	1.82057782898632
PRKCB1	-0.414072673190174	-0.46970166278227	-0.624777688746036	-0.876123001304543	-0.868784787224292	-0.733326314796717	-0.69800369733408	-0.555601933486392	-0.232610302980397	0.152108657730068	-1.07251895861631	-0.792518792577971	-0.619386535222747	-0.434195360361428	-0.0378032205570961	-1.0133632178267	0.0111028995647315	-0.813743589498449	-1.29262864403222	-0.618945691323058	-0.532916841148193	1.10716022941619	0.35149867986056	-0.948063215185158	-0.632152639817928	-0.945583468249403	-1.20432210037562	-0.761273981187463	-0.930300879726827	-1.03471659421792	-1.11967088738729	-0.913732496496822	-0.896218135732066	-0.785483658678757	-0.566659767970276	0.285087383221887	1.37089509240556	1.35136938134847	0.586991980526057	0.216278997878651	1.0188628700075	1.23231397568851	-0.93093459283263	-0.621627491712837	-0.0893084828375104	0.113286841813642	-0.484451564926055	-0.537205884922257	-0.82830062243612	-0.759271815143039	-0.958689390017262	-0.42931852472111	0.198718715874344	-0.303678013309543	-0.602184438886939	0.752097205207764	-0.0481171309602527	1.1930513158724	-0.376555020476998	-0.457394770582599	-0.511223647584295	-1.0058964242757	-0.787834826143768	-0.250170584984704	-0.493617444340437	0.523400247995817	0.666720436634524	-0.898854014882294	-0.785309157968462	-0.435132153648269	-0.556952017929192	-0.130802914895805	-0.579885084960967	0.310022616298086	1.35654011292191	-0.0218685504328947	-0.895850765815658	-0.0464823348322374	0.154276140236876	-1.05122987196046	-1.0847523768327	-1.1133796775688	-0.236063580194633	-0.443471450750732	-0.440403911948724	-0.629222864734574	-0.704056116706903	-0.623501078286518	-0.718695807875765	-0.389109887370245	-0.124667837291789	-0.343216200562964	-0.286944313617154	2.52028534987156	3.98997625320586	3.46922939669739	0.117208515671299	0.187587407407179	1.22614216109286	0.93348610143426	1.48386134170104	1.56926566301802	0.839421034337968	0.550007014191672	0.657738242178346	1.06796185933544	-0.0994754452741045	1.18579576002334	1.50145836069699	1.99349525823817	1.28095375262094	0.922630320404401	0.119633157119592	1.24345446840359	2.12902720464903	1.38815229422883	1.16328516839543	2.06246896004379
CORO1A	-1.89532320494731	-1.14794248525521	-2.48203718372371	-1.26756310560531	0.282071615875718	-0.397862508589138	-0.99146394628946	0.315150574727808	-0.0757279569460967	-0.136356751493899	-1.43802553715239	-0.826574174301562	-1.70947500864855	-0.461730411505716	-0.487695522139286	-1.28690197573179	-0.91677289363528	-1.18685532208332	-0.0316429954646199	0.0601491562118028	-0.583214389895913	0.460483794575197	0.547478234662385	-1.12862973697042	-0.389756030386639	-0.476672104948776	-1.33273710060607	-1.02860049788308	-0.437463220581585	-1.42828209020438	-0.861438125668702	-1.07331238356496	-0.513112074097499	-1.04873173054063	-0.538667942544691	-0.135903972904716	1.51993344958156	1.48499983996993	0.57191086391718	0.308811674479236	0.762086578654873	1.46058462527626	-0.934727306152524	-0.828385288658296	-0.0438070664086502	0.573991903971313	0.263333548107964	-0.456323190277196	-0.0985410320165037	-0.140222784063082	-0.681049394281825	-0.563840690647189	0.251300086372353	-0.119482041766247	-0.441102863856177	0.417191195624791	0.538126615339631	1.00110143006047	0.0378149815722628	-0.0178854921778864	-0.828576848830643	-1.40154203160086	-0.573218431811628	-0.816595630778398	-0.335091723023275	-0.469410232960716	0.607236301154066	-0.719735841815344	-0.212789260260323	0.264596103789341	-0.447258911212962	0.242897560630771	-0.147771996309664	0.401413603247854	0.803898939909869	0.467449619024176	-1.58712030220223	1.00045709129894	-0.0357789537312017	-1.33130910659403	-0.66977346595504	-0.764116850835902	-0.410270383388883	-0.0520876902223739	-0.692630077428253	-0.301211694359552	-0.395555079240415	-0.347107770197764	-0.707754623763099	-0.969173308052726	0.160091322493531	-0.582535222012138	0.698288333982784	1.90881801400694	3.1498667123982	2.82456271063087	1.9355493653299	0.235957858023476	1.04284413307098	1.25335134791913	1.5326112500787	1.81747864091971	0.673237487808143	0.391374108760762	0.838153381637725	1.01754948304062	-0.308456151786491	0.980125591188481	1.43367912834208	1.32651862647509	1.36516153760581	0.926027257061596	0.553808427630395	0.988623897016235	1.96863703146255	0.687404233281255	0.960238162386646	1.83428369240287
SELL	-0.946452567678377	-0.689212570607938	-0.608659997819285	-1.00577386137818	-0.903236356805166	-1.20989831757491	-1.26508470594529	-0.263188318062691	-0.72089993213901	-0.289539003749876	-0.97769860105442	-1.10803977939425	-1.14185230573339	-0.675164755950173	0.229619068834307	-0.785408529076383	0.131942963630535	-0.818026074564978	-1.42632564480107	-1.0205889080593	-0.823871975203129	1.09080646156586	0.211551773133818	-0.979979928132723	-0.978588047028401	-0.896568906832268	-1.27229532903207	-0.276733697590115	-0.312277588229748	-1.09353705725361	-0.8237769199082	-1.15892831050104	-1.1840296980263	-0.846916094559559	-1.01030256721517	0.770952183792711	1.86829087744825	1.69814189952481	0.407997119433051	0.290305084982738	0.908599040514251	0.723322691369211	-0.956637063563658	-0.818019284901054	-0.0823388297957869	-0.563495153400024	-0.288045277686701	-0.423695973214727	-0.504411497937544	-0.264125291684137	-0.705541712344006	-0.41296151455164	-0.309554932996416	-0.0237372404718773	-0.532384913302451	0.944658945612071	0.0538075111986556	1.44923960975246	-0.542997158014914	-0.767341233375894	-0.733569445020301	-0.230509665598785	-1.11510781953864	-0.599154468326355	0.32052587910633	0.812206181792024	0.211219079601566	-0.606290405109976	-0.285634946993851	-0.37628375003678	-0.696246662432705	-0.0699069551518196	2.18516449275897	-0.149033698516533	0.899039193709934	0.744757660375767	-0.540050443872106	-0.159734208860002	0.239939357998059	-1.06013870041381	-0.700721050958306	-0.771272448787612	0.191488316239814	0.130191230338266	-0.870523756021641	-0.799632874996159	-0.673766085181927	-0.580971748339167	-0.844444656891398	-0.49499423407562	-0.0373640959663836	0.0730901567414554	0.0415182194970829	2.46191119428168	3.14658090432954	2.86942682297141	-0.116212463110233	0.497871900788698	0.813340055667252	0.863420616767143	1.73835707894382	1.96483989844071	-0.0890673867439959	0.693590753048113	0.868859137569884	1.23643117339754	-0.0405688173382854	1.72811147608323	1.15996597829084	1.12831256507939	1.52710347562739	0.114670058609098	0.263886502656318	0.628009389210824	1.42033601043003	1.89137573478822	1.61113235634489	2.0934361331522
